SID,SEASON,time,LAT,LON,wind,pressure,DIST2LAND,BASIN,NATURE
2005322S04095,2006,2005-11-18 09:00:00,-4.0,95.0,15.0,1006.0,504,SI,MX
2005322S04095,2006,2005-11-18 12:00:00,-4.2,94.8,15.0,1006.0,534,SI,MX
2005322S04095,2006,2005-11-18 15:00:00,-4.5,94.7,15.0,1006.0,562,SI,MX
2005322S04095,2006,2005-11-18 18:00:00,-4.8,94.5,15.0,1006.0,599,SI,MX
2006012N03081,2006,2006-01-12 00:00:00,2.9,81.1,15.0,1006.0,340,NI,DS
2006012N03081,2006,2006-01-12 03:00:00,2.9,80.8,15.0,1006.0,336,NI,DS
2006012N03081,2006,2006-01-12 06:00:00,3.0,80.5,15.0,1006.0,325,NI,DS
2006012N03081,2006,2006-01-12 09:00:00,3.1,80.2,18.0,1005.0,316,NI,DS
2006012N03081,2006,2006-01-12 12:00:00,3.2,80.0,20.0,1004.0,309,NI,DS
2006012N03081,2006,2006-01-12 15:00:00,3.3,79.8,23.0,1003.0,304,NI,DS
2006012N03081,2006,2006-01-12 18:00:00,3.5,79.5,25.0,1002.0,293,NI,DS
2006012N03081,2006,2006-01-12 21:00:00,3.6,79.2,25.0,1002.0,295,NI,DS
2006012N03081,2006,2006-01-13 00:00:00,3.8,78.9,25.0,1002.0,291,NI,DS
2006012N03081,2006,2006-01-13 03:00:00,4.0,78.5,28.0,1001.0,300,NI,DS
2006012N03081,2006,2006-01-13 06:00:00,4.3,78.1,30.0,1000.0,307,NI,DS
2006012N03081,2006,2006-01-13 09:00:00,4.6,77.6,33.0,999.0,329,NI,DS
2006012N03081,2006,2006-01-13 12:00:00,4.9,77.1,35.0,997.0,359,NI,TS
2006012N03081,2006,2006-01-13 15:00:00,5.3,76.6,38.0,996.0,323,NI,TS
2006012N03081,2006,2006-01-13 18:00:00,5.6,76.3,40.0,994.0,301,NI,TS
2006012N03081,2006,2006-01-13 21:00:00,5.7,75.9,43.0,993.0,310,NI,TS
2006012N03081,2006,2006-01-14 00:00:00,5.7,75.6,45.0,991.0,328,NI,TS
2006012N03081,2006,2006-01-14 03:00:00,5.8,75.1,45.0,991.0,354,NI,TS
2006012N03081,2006,2006-01-14 06:00:00,6.9,74.2,45.0,991.0,338,NI,TS
2006012N03081,2006,2006-01-14 09:00:00,6.9,73.7,45.0,991.0,381,NI,TS
2006012N03081,2006,2006-01-14 12:00:00,6.9,73.3,45.0,991.0,417,NI,TS
2006012N03081,2006,2006-01-14 15:00:00,6.9,72.9,43.0,993.0,455,NI,TS
2006012N03081,2006,2006-01-14 18:00:00,7.0,72.7,40.0,994.0,469,NI,TS
2006012N03081,2006,2006-01-14 21:00:00,7.1,72.3,38.0,996.0,504,NI,TS
2006012N03081,2006,2006-01-15 00:00:00,7.1,71.9,35.0,997.0,545,NI,TS
2006012N03081,2006,2006-01-15 03:00:00,7.0,71.4,33.0,999.0,601,NI,TS
2006012N03081,2006,2006-01-15 06:00:00,6.9,71.0,30.0,1000.0,646,NI,DS
2006012N03081,2006,2006-01-15 09:00:00,6.8,70.5,30.0,1000.0,702,NI,DS
2006012N03081,2006,2006-01-15 12:00:00,6.8,70.1,30.0,1000.0,742,NI,DS
2006012N03081,2006,2006-01-15 15:00:00,6.8,69.7,30.0,1000.0,783,NI,DS
2006012N03081,2006,2006-01-15 18:00:00,6.9,69.3,30.0,1000.0,820,NI,DS
2006012N03081,2006,2006-01-15 21:00:00,7.1,68.9,30.0,1000.0,854,NI,DS
2006012N03081,2006,2006-01-16 00:00:00,7.3,68.6,30.0,1000.0,879,NI,DS
2006012N03081,2006,2006-01-16 03:00:00,7.6,68.3,30.0,1000.0,902,NI,DS
2006012N03081,2006,2006-01-16 06:00:00,7.9,68.0,30.0,1000.0,912,NI,DS
2006012N03081,2006,2006-01-16 09:00:00,8.2,67.7,30.0,1000.0,925,NI,DS
2006012N03081,2006,2006-01-16 12:00:00,8.4,67.3,30.0,1000.0,954,NI,DS
2006012N03081,2006,2006-01-16 15:00:00,8.4,66.7,30.0,1000.0,1012,NI,DS
2006012N03081,2006,2006-01-16 18:00:00,8.5,66.1,30.0,1000.0,1066,NI,DS
2006012N03081,2006,2006-01-16 21:00:00,8.8,65.5,30.0,1000.0,1110,NI,DS
2006114N08090,2006,2006-04-24 06:00:00,8.4,90.1,20.0,1004.0,644,NI,DS
2006114N08090,2006,2006-04-24 09:00:00,8.5,89.9,23.0,1003.0,669,NI,DS
2006114N08090,2006,2006-04-24 12:00:00,8.6,89.7,25.0,1002.0,694,NI,DS
2006114N08090,2006,2006-04-24 15:00:00,8.8,89.6,28.0,1001.0,714,NI,DS
2006114N08090,2006,2006-04-24 18:00:00,9.0,89.5,30.0,1000.0,735,NI,TS
2006114N08090,2006,2006-04-24 21:00:00,9.2,89.6,33.0,999.0,737,NI,TS
2006114N08090,2006,2006-04-25 00:00:00,9.3,89.7,35.0,997.0,734,NI,TS
2006114N08090,2006,2006-04-25 03:00:00,9.5,89.8,35.0,997.0,738,NI,TS
2006114N08090,2006,2006-04-25 06:00:00,9.6,89.9,35.0,997.0,736,NI,TS
2006114N08090,2006,2006-04-25 09:00:00,9.7,89.8,40.0,994.0,752,NI,TS
2006114N08090,2006,2006-04-25 12:00:00,10.0,89.6,45.0,991.0,790,NI,TS
2006114N08090,2006,2006-04-25 15:00:00,10.1,89.6,45.0,991.0,796,NI,TS
2006114N08090,2006,2006-04-25 18:00:00,10.2,89.7,45.0,991.0,795,NI,TS
2006114N08090,2006,2006-04-25 21:00:00,10.1,89.8,45.0,991.0,780,NI,TS
2006114N08090,2006,2006-04-26 00:00:00,10.4,89.7,45.0,991.0,790,NI,TS
2006114N08090,2006,2006-04-26 03:00:00,10.6,89.7,45.0,991.0,773,NI,TS
2006114N08090,2006,2006-04-26 06:00:00,11.1,89.8,45.0,991.0,724,NI,TS
2006114N08090,2006,2006-04-26 09:00:00,11.3,90.1,45.0,991.0,685,NI,TS
2006114N08090,2006,2006-04-26 12:00:00,11.7,90.3,45.0,991.0,637,NI,TS
2006114N08090,2006,2006-04-26 15:00:00,12.1,90.5,45.0,991.0,590,NI,TS
2006114N08090,2006,2006-04-26 18:00:00,12.1,90.4,45.0,991.0,598,NI,TS
2006114N08090,2006,2006-04-26 21:00:00,12.1,90.3,50.0,988.0,606,NI,TS
2006114N08090,2006,2006-04-27 00:00:00,12.0,90.2,55.0,984.0,613,NI,TS
2006114N08090,2006,2006-04-27 03:00:00,12.4,90.1,60.0,980.0,598,NI,TS
2006114N08090,2006,2006-04-27 06:00:00,12.5,90.2,65.0,976.0,575,NI,TS
2006114N08090,2006,2006-04-27 09:00:00,12.6,90.3,68.0,974.0,567,NI,TS
2006114N08090,2006,2006-04-27 12:00:00,13.0,90.5,70.0,972.0,521,NI,TS
2006114N08090,2006,2006-04-27 15:00:00,13.1,90.6,75.0,968.0,505,NI,TS
2006114N08090,2006,2006-04-27 18:00:00,13.3,90.8,80.0,963.0,474,NI,TS
2006114N08090,2006,2006-04-27 21:00:00,13.7,90.9,85.0,959.0,438,NI,TS
2006114N08090,2006,2006-04-28 00:00:00,14.1,91.4,90.0,954.0,368,NI,TS
2006114N08090,2006,2006-04-28 03:00:00,14.5,91.7,103.0,941.0,316,NI,TS
2006114N08090,2006,2006-04-28 06:00:00,15.0,92.1,115.0,927.0,251,NI,TS
2006114N08090,2006,2006-04-28 09:00:00,15.3,92.4,118.0,925.0,208,NI,TS
2006114N08090,2006,2006-04-28 12:00:00,15.6,92.7,120.0,922.0,166,NI,TS
2006114N08090,2006,2006-04-28 15:00:00,16.0,93.1,120.0,922.0,117,NI,TS
2006114N08090,2006,2006-04-28 18:00:00,16.2,93.2,120.0,922.0,109,NI,TS
2006114N08090,2006,2006-04-28 21:00:00,16.5,93.6,113.0,930.0,74,NI,TS
2006114N08090,2006,2006-04-29 00:00:00,16.7,93.7,105.0,938.0,67,NI,TS
2006114N08090,2006,2006-04-29 03:00:00,17.1,94.1,98.0,946.0,38,NI,TS
2006114N08090,2006,2006-04-29 06:00:00,17.5,94.5,90.0,954.0,10,NI,TS
2006114N08090,2006,2006-04-29 09:00:00,18.0,94.9,78.0,965.0,0,NI,TS
2006182N20088,2006,2006-06-30 18:00:00,20.0,88.3,15.0,1006.0,156,NI,DS
2006182N20088,2006,2006-06-30 21:00:00,20.2,88.3,15.0,1006.0,146,NI,DS
2006182N20088,2006,2006-07-01 00:00:00,20.4,88.3,15.0,1006.0,134,NI,DS
2006182N20088,2006,2006-07-01 03:00:00,20.6,88.4,15.0,1006.0,111,NI,DS
2006182N20088,2006,2006-07-01 06:00:00,20.7,88.6,15.0,1006.0,101,NI,DS
2006182N20088,2006,2006-07-01 09:00:00,20.7,88.8,18.0,1005.0,101,NI,DS
2006182N20088,2006,2006-07-01 12:00:00,20.7,88.9,20.0,1004.0,100,NI,DS
2006182N20088,2006,2006-07-01 15:00:00,20.6,88.9,23.0,1003.0,111,NI,DS
2006182N20088,2006,2006-07-01 18:00:00,20.5,88.8,25.0,1002.0,123,NI,DS
2006182N20088,2006,2006-07-01 21:00:00,20.5,88.6,25.0,1002.0,123,NI,DS
2006182N20088,2006,2006-07-02 00:00:00,20.4,88.5,25.0,1002.0,134,NI,MX
2006182N20088,2006,2006-07-02 03:00:00,20.5,88.3,28.0,1001.0,123,NI,MX
2006182N20088,2006,2006-07-02 06:00:00,20.4,88.2,30.0,1000.0,129,NI,TS
2006182N20088,2006,2006-07-02 09:00:00,20.4,87.9,33.0,999.0,99,NI,TS
2006182N20088,2006,2006-07-02 12:00:00,20.4,87.4,35.0,997.0,53,NI,TS
2006182N20088,2006,2006-07-02 15:00:00,20.4,86.7,33.0,999.0,0,NI,TS
2006182N20088,2006,2006-07-02 18:00:00,20.4,86.0,30.0,1000.0,0,NI,TS
2006182N20088,2006,2006-07-02 21:00:00,20.4,85.8,28.0,1001.0,0,NI,TS
2006182N20088,2006,2006-07-03 00:00:00,20.4,85.4,25.0,1002.0,0,NI,MX
2006182N20088,2006,2006-07-03 03:00:00,20.4,85.2,25.0,1002.0,0,NI,MX
2006182N20088,2006,2006-07-03 06:00:00,20.4,85.1,25.0,1002.0,0,NI,MX
2006182N20088,2006,2006-07-03 09:00:00,20.8,84.5,25.0,1002.0,0,NI,MX
2006182N20088,2006,2006-07-03 12:00:00,20.9,84.1,25.0,1002.0,0,NI,MX
2006182N20088,2006,2006-07-03 15:00:00,21.0,83.5,,,0,NI,TS
2006182N20088,2006,2006-07-03 18:00:00,21.0,83.0,,,0,NI,TS
2006182N20088,2006,2006-07-03 21:00:00,21.0,82.5,,,0,NI,TS
2006182N20088,2006,2006-07-04 00:00:00,21.0,82.0,,,0,NI,TS
2006182N20088,2006,2006-07-04 03:00:00,21.5,81.5,,,0,NI,TS
2006182N20088,2006,2006-07-04 06:00:00,21.5,81.0,,,0,NI,TS
2006182N20088,2006,2006-07-04 09:00:00,21.5,80.0,,,0,NI,TS
2006182N20088,2006,2006-07-04 12:00:00,21.5,79.5,,,0,NI,TS
2006182N20088,2006,2006-07-04 15:00:00,21.5,79.0,,,0,NI,TS
2006182N20088,2006,2006-07-04 18:00:00,21.5,78.5,,,0,NI,TS
2006182N20088,2006,2006-07-04 21:00:00,21.5,78.0,,,0,NI,TS
2006182N20088,2006,2006-07-05 00:00:00,21.5,78.0,,,0,NI,TS
2006182N20088,2006,2006-07-05 03:00:00,22.0,77.5,,,0,NI,TS
2006182N20088,2006,2006-07-05 06:00:00,22.0,77.5,,,0,NI,NR
2006214N20088,2006,2006-08-02 03:00:00,20.5,87.5,,,56,NI,TS
2006214N20088,2006,2006-08-02 06:00:00,20.5,87.5,,,56,NI,TS
2006214N20088,2006,2006-08-02 09:00:00,20.0,87.0,,,45,NI,TS
2006214N20088,2006,2006-08-02 12:00:00,20.0,86.5,,,10,NI,TS
2006214N20088,2006,2006-08-02 15:00:00,20.0,86.5,,,10,NI,TS
2006214N20088,2006,2006-08-02 18:00:00,20.0,86.0,,,0,NI,TS
2006214N20088,2006,2006-08-02 21:00:00,20.0,85.5,,,0,NI,TS
2006214N20088,2006,2006-08-03 00:00:00,19.7,85.2,,,0,NI,TS
2006214N20088,2006,2006-08-03 03:00:00,19.5,85.0,,,0,NI,TS
2006214N20088,2006,2006-08-03 06:00:00,19.5,85.0,,,0,NI,TS
2006214N20088,2006,2006-08-03 09:00:00,19.5,84.5,,,0,NI,TS
2006214N20088,2006,2006-08-03 12:00:00,19.5,84.0,,,0,NI,TS
2006214N20088,2006,2006-08-03 15:00:00,19.5,84.0,,,0,NI,TS
2006214N20088,2006,2006-08-03 18:00:00,19.5,83.5,,,0,NI,TS
2006214N20088,2006,2006-08-03 21:00:00,19.5,83.0,,,0,NI,TS
2006214N20088,2006,2006-08-04 00:00:00,19.5,83.0,,,0,NI,TS
2006214N20088,2006,2006-08-04 03:00:00,20.0,82.5,,,0,NI,TS
2006214N20088,2006,2006-08-04 06:00:00,20.0,82.5,,,0,NI,TS
2006214N20088,2006,2006-08-04 09:00:00,20.5,82.0,,,0,NI,TS
2006214N20088,2006,2006-08-04 12:00:00,21.0,81.0,,,0,NI,TS
2006214N20088,2006,2006-08-04 15:00:00,21.0,81.0,,,0,NI,TS
2006214N20088,2006,2006-08-04 18:00:00,21.0,81.0,,,0,NI,TS
2006214N20088,2006,2006-08-04 21:00:00,21.0,81.0,,,0,NI,TS
2006214N20088,2006,2006-08-05 00:00:00,21.0,80.5,,,0,NI,TS
2006214N20088,2006,2006-08-05 03:00:00,21.0,80.0,,,0,NI,TS
2006214N20088,2006,2006-08-05 06:00:00,21.0,79.5,,,0,NI,TS
2006214N20088,2006,2006-08-05 09:00:00,21.0,79.5,,,0,NI,TS
2006224N21088,2006,2006-08-12 03:00:00,21.0,88.0,,,70,NI,TS
2006224N21088,2006,2006-08-12 06:00:00,21.0,88.0,,,70,NI,TS
2006224N21088,2006,2006-08-12 09:00:00,21.0,87.5,,,56,NI,TS
2006224N21088,2006,2006-08-12 12:00:00,21.0,87.5,,,56,NI,TS
2006224N21088,2006,2006-08-12 15:00:00,22.0,86.5,,,0,NI,TS
2006224N21088,2006,2006-08-12 18:00:00,22.0,85.0,,,0,NI,TS
2006224N21088,2006,2006-08-12 21:00:00,22.0,83.5,,,0,NI,TS
2006224N21088,2006,2006-08-13 00:00:00,22.0,82.5,,,0,NI,TS
2006228N21088,2006,2006-08-16 03:00:00,20.5,88.0,,,106,NI,TS
2006228N21088,2006,2006-08-16 06:00:00,20.5,87.5,,,56,NI,TS
2006228N21088,2006,2006-08-16 09:00:00,20.5,87.5,,,56,NI,TS
2006228N21088,2006,2006-08-16 12:00:00,20.5,87.0,,,15,NI,TS
2006228N21088,2006,2006-08-16 15:00:00,20.5,86.5,,,0,NI,TS
2006228N21088,2006,2006-08-16 18:00:00,20.5,86.0,,,0,NI,TS
2006228N21088,2006,2006-08-16 21:00:00,21.0,85.0,,,0,NI,TS
2006228N21088,2006,2006-08-17 00:00:00,21.5,84.5,,,0,NI,TS
2006228N21088,2006,2006-08-17 03:00:00,22.0,83.5,,,0,NI,TS
2006228N21088,2006,2006-08-17 06:00:00,22.0,83.5,,,0,NI,TS
2006228N21088,2006,2006-08-17 09:00:00,22.5,83.0,,,0,NI,TS
2006228N21088,2006,2006-08-17 12:00:00,22.5,81.0,,,0,NI,TS
2006228N21088,2006,2006-08-17 15:00:00,22.5,81.0,,,0,NI,TS
2006228N21088,2006,2006-08-17 18:00:00,22.5,80.5,,,0,NI,TS
2006228N21088,2006,2006-08-17 21:00:00,22.5,80.0,,,0,NI,TS
2006228N21088,2006,2006-08-18 00:00:00,22.5,79.0,,,0,NI,TS
2006228N21088,2006,2006-08-18 03:00:00,23.0,78.0,,,0,NI,TS
2006228N21088,2006,2006-08-18 06:00:00,23.0,77.5,,,0,NI,TS
2006228N21088,2006,2006-08-18 09:00:00,23.5,77.0,,,0,NI,TS
2006241N20088,2006,2006-08-29 03:00:00,20.5,87.5,,,56,NI,TS
2006241N20088,2006,2006-08-29 06:00:00,20.5,86.5,,,0,NI,TS
2006241N20088,2006,2006-08-29 09:00:00,21.0,85.0,,,0,NI,TS
2006241N20088,2006,2006-08-29 12:00:00,21.0,84.5,,,0,NI,TS
2006241N20088,2006,2006-08-29 15:00:00,21.0,84.5,,,0,NI,TS
2006241N20088,2006,2006-08-29 18:00:00,21.0,84.0,,,0,NI,TS
2006241N20088,2006,2006-08-29 21:00:00,21.0,83.5,,,0,NI,TS
2006241N20088,2006,2006-08-30 00:00:00,21.0,83.0,,,0,NI,TS
2006241N20088,2006,2006-08-30 03:00:00,22.0,83.0,,,0,NI,TS
2006241N20088,2006,2006-08-30 06:00:00,22.5,82.5,,,0,NI,TS
2006241N20088,2006,2006-08-30 09:00:00,22.5,81.5,,,0,NI,TS
2006241N20088,2006,2006-08-30 12:00:00,22.5,81.0,,,0,NI,TS
2006241N20088,2006,2006-08-30 15:00:00,22.5,81.0,,,0,NI,TS
2006241N20088,2006,2006-08-30 18:00:00,22.5,81.0,,,0,NI,TS
2006241N20088,2006,2006-08-30 21:00:00,22.5,80.5,,,0,NI,TS
2006241N20088,2006,2006-08-31 00:00:00,23.0,80.0,,,0,NI,TS
2006241N20088,2006,2006-08-31 03:00:00,23.5,79.0,,,0,NI,TS
2006241N20088,2006,2006-08-31 06:00:00,24.0,78.0,,,0,NI,TS
2006241N20088,2006,2006-08-31 09:00:00,24.0,78.0,,,0,NI,TS
2006241N20088,2006,2006-08-31 12:00:00,24.0,78.0,,,0,NI,TS
2006241N20088,2006,2006-08-31 15:00:00,24.0,78.0,,,0,NI,TS
2006241N20088,2006,2006-08-31 18:00:00,24.5,77.5,,,0,NI,TS
2006241N20088,2006,2006-08-31 21:00:00,25.0,77.0,,,0,NI,TS
2006247N21089,2006,2006-09-03 12:00:00,20.5,88.5,,,123,NI,TS
2006247N21089,2006,2006-09-03 15:00:00,20.5,88.0,,,106,NI,TS
2006247N21089,2006,2006-09-03 18:00:00,20.5,87.5,,,56,NI,TS
2006247N21089,2006,2006-09-03 21:00:00,20.5,87.5,,,56,NI,TS
2006247N21089,2006,2006-09-04 00:00:00,21.0,87.0,,,15,NI,TS
2006247N21089,2006,2006-09-04 03:00:00,21.0,86.5,,,0,NI,TS
2006247N21089,2006,2006-09-04 06:00:00,21.5,85.5,,,0,NI,TS
2006247N21089,2006,2006-09-04 09:00:00,21.5,85.0,,,0,NI,TS
2006247N21089,2006,2006-09-04 12:00:00,22.0,84.5,,,0,NI,TS
2006247N21089,2006,2006-09-04 15:00:00,22.0,84.5,,,0,NI,TS
2006247N21089,2006,2006-09-04 18:00:00,22.0,84.5,,,0,NI,TS
2006247N21089,2006,2006-09-04 21:00:00,22.0,84.5,,,0,NI,TS
2006262N19069,2006,2006-09-19 06:00:00,19.4,68.7,20.0,1004.0,246,NI,DS
2006262N19069,2006,2006-09-19 09:00:00,19.4,68.5,20.0,1002.0,259,NI,DS
2006262N19069,2006,2006-09-19 12:00:00,19.4,68.4,20.0,999.0,267,NI,DS
2006262N19069,2006,2006-09-19 15:00:00,19.3,68.3,23.0,1001.0,282,NI,DS
2006262N19069,2006,2006-09-19 18:00:00,19.3,68.2,25.0,1002.0,289,NI,DS
2006262N19069,2006,2006-09-19 21:00:00,19.3,68.0,25.0,1002.0,305,NI,DS
2006262N19069,2006,2006-09-20 00:00:00,19.3,67.8,25.0,1002.0,320,NI,DS
2006262N19069,2006,2006-09-20 03:00:00,19.3,67.6,25.0,1002.0,335,NI,DS
2006262N19069,2006,2006-09-20 06:00:00,19.4,67.4,25.0,1002.0,343,NI,DS
2006262N19069,2006,2006-09-20 09:00:00,19.4,67.2,25.0,1002.0,358,NI,DS
2006262N19069,2006,2006-09-20 12:00:00,19.5,67.1,25.0,1002.0,358,NI,DS
2006262N19069,2006,2006-09-20 15:00:00,19.6,66.9,28.0,1001.0,365,NI,DS
2006262N19069,2006,2006-09-20 18:00:00,19.6,66.8,30.0,1000.0,372,NI,DS
2006262N19069,2006,2006-09-20 21:00:00,19.6,66.7,30.0,1000.0,378,NI,DS
2006262N19069,2006,2006-09-21 00:00:00,19.6,66.6,30.0,1000.0,384,NI,TS
2006262N19069,2006,2006-09-21 03:00:00,19.6,66.4,30.0,1000.0,398,NI,TS
2006262N19069,2006,2006-09-21 06:00:00,19.6,66.3,30.0,1000.0,404,NI,TS
2006262N19069,2006,2006-09-21 09:00:00,19.6,66.2,33.0,999.0,411,NI,TS
2006262N19069,2006,2006-09-21 12:00:00,19.6,66.2,35.0,997.0,411,NI,TS
2006262N19069,2006,2006-09-21 15:00:00,19.6,66.1,38.0,996.0,411,NI,TS
2006262N19069,2006,2006-09-21 18:00:00,19.7,66.2,40.0,994.0,403,NI,TS
2006262N19069,2006,2006-09-21 21:00:00,19.7,66.2,43.0,993.0,403,NI,TS
2006262N19069,2006,2006-09-22 00:00:00,20.0,66.2,45.0,991.0,380,NI,TS
2006262N19069,2006,2006-09-22 03:00:00,20.1,66.2,45.0,991.0,372,NI,TS
2006262N19069,2006,2006-09-22 06:00:00,20.1,66.3,45.0,991.0,364,NI,TS
2006262N19069,2006,2006-09-22 09:00:00,20.1,66.3,48.0,989.0,364,NI,TS
2006262N19069,2006,2006-09-22 12:00:00,20.4,66.6,50.0,987.0,319,NI,TS
2006262N19069,2006,2006-09-22 15:00:00,20.4,66.6,50.0,987.0,319,NI,TS
2006262N19069,2006,2006-09-22 18:00:00,20.4,66.7,50.0,987.0,303,NI,TS
2006262N19069,2006,2006-09-22 21:00:00,20.4,66.7,50.0,987.0,311,NI,TS
2006262N19069,2006,2006-09-23 00:00:00,20.7,67.0,50.0,987.0,265,NI,TS
2006262N19069,2006,2006-09-23 03:00:00,20.7,67.0,53.0,986.0,265,NI,TS
2006262N19069,2006,2006-09-23 06:00:00,20.8,67.1,55.0,984.0,250,NI,TS
2006262N19069,2006,2006-09-23 09:00:00,20.7,67.1,50.0,988.0,258,NI,TS
2006262N19069,2006,2006-09-23 12:00:00,20.7,67.1,45.0,991.0,258,NI,TS
2006262N19069,2006,2006-09-23 15:00:00,20.6,67.1,40.0,994.0,266,NI,TS
2006262N19069,2006,2006-09-23 18:00:00,20.6,67.1,35.0,997.0,266,NI,TS
2006262N19069,2006,2006-09-23 21:00:00,20.6,67.0,33.0,999.0,273,NI,TS
2006262N19069,2006,2006-09-24 00:00:00,20.5,67.0,30.0,1000.0,281,NI,TS
2006262N19069,2006,2006-09-24 03:00:00,20.5,67.0,30.0,1000.0,281,NI,TS
2006262N19069,2006,2006-09-24 06:00:00,20.3,66.9,30.0,1000.0,304,NI,TS
2006262N19069,2006,2006-09-24 09:00:00,20.1,66.9,30.0,1000.0,321,NI,TS
2006262N19069,2006,2006-09-24 12:00:00,19.9,66.9,30.0,1000.0,339,NI,TS
2006262N19069,2006,2006-09-24 15:00:00,19.5,66.9,30.0,1000.0,373,NI,TS
2006262N19069,2006,2006-09-24 18:00:00,19.5,66.8,30.0,1000.0,380,NI,TS
2006262N19069,2006,2006-09-24 21:00:00,19.5,66.7,30.0,1000.0,387,NI,TS
2006262N19069,2006,2006-09-25 00:00:00,19.5,66.6,30.0,1000.0,393,NI,TS
2006262N19069,2006,2006-09-25 03:00:00,19.6,66.5,30.0,1000.0,384,NI,TS
2006262N19069,2006,2006-09-25 06:00:00,19.7,66.5,30.0,1000.0,382,NI,TS
2006262N19069,2006,2006-09-25 09:00:00,19.8,66.4,30.0,1000.0,381,NI,TS
2006262N19069,2006,2006-09-25 12:00:00,19.8,66.3,30.0,1000.0,388,NI,TS
2006262N19069,2006,2006-09-25 15:00:00,19.8,66.2,28.0,1001.0,395,NI,TS
2006262N19069,2006,2006-09-25 18:00:00,19.9,66.2,25.0,1002.0,387,NI,DS
2006262N19069,2006,2006-09-25 21:00:00,19.9,66.2,25.0,1002.0,387,NI,DS
2006262N19069,2006,2006-09-26 00:00:00,20.0,66.1,25.0,1002.0,387,NI,DS
2006262N19069,2006,2006-09-26 03:00:00,20.1,66.0,25.0,1002.0,388,NI,DS
2006262N19069,2006,2006-09-26 06:00:00,20.2,65.8,25.0,1002.0,397,NI,DS
2006262N19069,2006,2006-09-26 09:00:00,20.3,65.6,25.0,1002.0,408,NI,DS
2006262N19069,2006,2006-09-26 12:00:00,20.3,65.4,25.0,1002.0,425,NI,DS
2006264N23087,2006,2006-09-21 03:00:00,23.0,86.5,,,0,NI,TS
2006264N23087,2006,2006-09-21 06:00:00,23.0,86.5,,,0,NI,TS
2006264N23087,2006,2006-09-21 09:00:00,23.0,86.5,,,0,NI,TS
2006264N23087,2006,2006-09-21 12:00:00,23.0,86.5,,,0,NI,TS
2006264N23087,2006,2006-09-21 15:00:00,23.0,86.5,,,0,NI,TS
2006264N23087,2006,2006-09-21 18:00:00,23.0,86.5,,,0,NI,TS
2006264N23087,2006,2006-09-21 21:00:00,23.0,86.5,,,0,NI,TS
2006264N23087,2006,2006-09-22 00:00:00,23.5,86.0,,,0,NI,TS
2006264N23087,2006,2006-09-22 03:00:00,23.5,86.0,,,0,NI,TS
2006264N23087,2006,2006-09-22 06:00:00,23.5,86.0,,,0,NI,TS
2006264N23087,2006,2006-09-22 09:00:00,23.5,86.0,,,0,NI,TS
2006264N23087,2006,2006-09-22 12:00:00,23.5,86.0,,,0,NI,TS
2006264N23087,2006,2006-09-22 15:00:00,23.5,86.0,,,0,NI,TS
2006264N23087,2006,2006-09-22 18:00:00,23.5,86.0,,,0,NI,TS
2006264N23087,2006,2006-09-22 21:00:00,23.5,86.0,,,0,NI,TS
2006264N23087,2006,2006-09-23 00:00:00,23.5,86.0,,,0,NI,TS
2006264N23087,2006,2006-09-23 03:00:00,23.5,85.5,,,0,NI,TS
2006264N23087,2006,2006-09-23 06:00:00,23.5,85.5,,,0,NI,TS
2006264N23087,2006,2006-09-23 09:00:00,23.5,85.5,,,0,NI,TS
2006264N23087,2006,2006-09-23 12:00:00,23.5,85.5,,,0,NI,TS
2006264N23087,2006,2006-09-23 15:00:00,23.5,85.5,,,0,NI,TS
2006264N23087,2006,2006-09-23 18:00:00,23.5,85.5,,,0,NI,TS
2006264N23087,2006,2006-09-23 21:00:00,23.5,85.5,,,0,NI,TS
2006264N23087,2006,2006-09-24 00:00:00,23.5,85.5,,,0,NI,TS
2006271N18089,2006,2006-09-28 00:00:00,17.7,89.4,20.0,1004.0,406,NI,DS
2006271N18089,2006,2006-09-28 03:00:00,17.8,89.0,25.0,1002.0,367,NI,DS
2006271N18089,2006,2006-09-28 06:00:00,18.0,88.5,30.0,1000.0,314,NI,DS
2006271N18089,2006,2006-09-28 09:00:00,18.1,88.2,30.0,1000.0,284,NI,MX
2006271N18089,2006,2006-09-28 12:00:00,18.4,87.9,30.0,1000.0,238,NI,TS
2006271N18089,2006,2006-09-28 15:00:00,18.4,87.5,33.0,999.0,213,NI,TS
2006271N18089,2006,2006-09-28 18:00:00,18.5,87.2,35.0,997.0,187,NI,TS
2006271N18089,2006,2006-09-28 21:00:00,18.8,86.7,35.0,997.0,137,NI,TS
2006271N18089,2006,2006-09-29 00:00:00,18.9,86.3,35.0,997.0,113,NI,TS
2006271N18089,2006,2006-09-29 03:00:00,18.9,85.9,33.0,999.0,94,NI,TS
2006271N18089,2006,2006-09-29 06:00:00,19.0,85.5,30.0,1000.0,64,NI,TS
2006271N18089,2006,2006-09-29 09:00:00,19.0,85.0,30.0,1000.0,30,NI,TS
2006271N18089,2006,2006-09-29 12:00:00,19.1,84.5,30.0,1000.0,0,NI,TS
2006271N18089,2006,2006-09-29 15:00:00,19.2,84.2,28.0,1001.0,0,NI,TS
2006271N18089,2006,2006-09-29 18:00:00,19.2,84.0,25.0,1002.0,0,NI,MX
