SID,SEASON,time,LAT,LON,wind,pressure,DIST2LAND,BASIN,NATURE
2011330N06078,2011,2011-11-27 15:00:00,12.4,71.1,30.0,1000.0,403,NI,TS
2011330N06078,2011,2011-11-27 18:00:00,12.8,70.7,30.0,1000.0,430,NI,TS
2011330N06078,2011,2011-11-27 21:00:00,13.2,70.2,30.0,1000.0,452,NI,TS
2011330N06078,2011,2011-11-28 00:00:00,13.7,69.8,30.0,1000.0,468,NI,TS
2011330N06078,2011,2011-11-28 03:00:00,14.1,69.3,33.0,998.0,502,NI,TS
2011330N06078,2011,2011-11-28 06:00:00,14.6,68.9,35.0,996.0,517,NI,TS
2011330N06078,2011,2011-11-28 09:00:00,14.8,68.4,35.0,996.0,558,NI,TS
2011330N06078,2011,2011-11-28 12:00:00,15.1,68.1,35.0,996.0,578,NI,TS
2011330N06078,2011,2011-11-28 15:00:00,15.3,67.8,35.0,996.0,603,NI,TS
2011330N06078,2011,2011-11-28 18:00:00,15.5,67.6,35.0,996.0,619,NI,TS
2011330N06078,2011,2011-11-28 21:00:00,15.5,67.3,33.0,998.0,651,NI,TS
2011330N06078,2011,2011-11-29 00:00:00,15.6,67.1,30.0,1000.0,670,NI,TS
2011330N06078,2011,2011-11-29 03:00:00,15.6,66.8,30.0,1000.0,702,NI,TS
2011330N06078,2011,2011-11-29 06:00:00,15.9,66.6,30.0,1000.0,694,NI,TS
2011330N06078,2011,2011-11-29 09:00:00,16.1,66.4,30.0,1000.0,687,NI,TS
2011330N06078,2011,2011-11-29 12:00:00,16.3,66.3,30.0,1000.0,676,NI,TS
2011330N06078,2011,2011-11-29 15:00:00,16.5,65.9,28.0,1002.0,685,NI,TS
2011330N06078,2011,2011-11-29 18:00:00,16.7,65.4,25.0,1004.0,705,NI,TS
2011360N09088,2011,2011-12-25 12:00:00,8.9,88.4,30.0,1001.0,741,NI,TS
2011360N09088,2011,2011-12-25 15:00:00,9.1,88.3,30.0,1001.0,735,NI,TS
2011360N09088,2011,2011-12-25 18:00:00,9.3,88.3,30.0,1000.0,740,NI,TS
2011360N09088,2011,2011-12-25 21:00:00,9.6,88.1,30.0,1000.0,728,NI,TS
2011360N09088,2011,2011-12-26 00:00:00,9.8,88.0,30.0,1000.0,725,NI,TS
2011360N09088,2011,2011-12-26 03:00:00,9.9,88.0,35.0,997.0,728,NI,TS
2011360N09088,2011,2011-12-26 06:00:00,10.3,88.0,40.0,993.0,745,NI,TS
2011360N09088,2011,2011-12-26 09:00:00,10.6,87.9,45.0,989.0,749,NI,TS
2011360N09088,2011,2011-12-26 12:00:00,10.8,87.9,50.0,985.0,764,NI,TS
2011360N09088,2011,2011-12-26 15:00:00,11.1,87.8,50.0,985.0,763,NI,TS
2011360N09088,2011,2011-12-26 18:00:00,11.3,87.7,50.0,985.0,763,NI,TS
2011360N09088,2011,2011-12-26 21:00:00,11.4,87.6,50.0,985.0,758,NI,TS
2011360N09088,2011,2011-12-27 00:00:00,11.7,87.5,50.0,985.0,763,NI,TS
2011360N09088,2011,2011-12-27 03:00:00,12.0,87.2,50.0,985.0,737,NI,TS
2011360N09088,2011,2011-12-27 06:00:00,12.1,87.1,50.0,985.0,721,NI,TS
2011360N09088,2011,2011-12-27 09:00:00,12.2,86.8,53.0,984.0,691,NI,TS
2011360N09088,2011,2011-12-27 12:00:00,12.4,86.6,55.0,982.0,659,NI,TS
2011360N09088,2011,2011-12-27 15:00:00,12.4,86.4,58.0,980.0,644,NI,TS
2011360N09088,2011,2011-12-27 18:00:00,12.3,86.0,60.0,978.0,624,NI,TS
2011360N09088,2011,2011-12-27 21:00:00,12.2,85.8,63.0,976.0,609,NI,TS
2011360N09088,2011,2011-12-28 00:00:00,12.2,85.4,65.0,974.0,566,NI,TS
2011360N09088,2011,2011-12-28 03:00:00,12.2,85.2,68.0,972.0,544,NI,TS
2011360N09088,2011,2011-12-28 06:00:00,12.3,84.9,70.0,970.0,511,NI,TS
2011360N09088,2011,2011-12-28 09:00:00,12.3,84.7,73.0,969.0,489,NI,TS
2011360N09088,2011,2011-12-28 12:00:00,12.4,84.4,75.0,967.0,456,NI,TS
2011360N09088,2011,2011-12-28 15:00:00,12.3,83.9,75.0,967.0,402,NI,TS
2011360N09088,2011,2011-12-28 18:00:00,12.3,83.8,75.0,967.0,391,NI,TS
2011360N09088,2011,2011-12-28 21:00:00,12.2,83.3,80.0,963.0,338,NI,TS
2011360N09088,2011,2011-12-29 00:00:00,12.1,82.9,85.0,959.0,296,NI,TS
2011360N09088,2011,2011-12-29 03:00:00,11.9,82.5,88.0,958.0,259,NI,TS
2011360N09088,2011,2011-12-29 06:00:00,12.0,82.1,90.0,956.0,214,NI,TS
2011360N09088,2011,2011-12-29 09:00:00,12.0,81.7,85.0,960.0,172,NI,TS
2011360N09088,2011,2011-12-29 12:00:00,12.0,81.3,80.0,963.0,132,NI,TS
2011360N09088,2011,2011-12-29 15:00:00,11.9,81.0,78.0,965.0,109,NI,TS
2011360N09088,2011,2011-12-29 18:00:00,11.8,80.6,75.0,967.0,79,NI,TS
2011360N09088,2011,2011-12-29 21:00:00,11.8,80.3,70.0,971.0,48,NI,TS
2011360N09088,2011,2011-12-30 00:00:00,11.7,79.9,65.0,974.0,10,NI,TS
2011360N09088,2011,2011-12-30 03:00:00,11.6,79.5,58.0,980.0,0,NI,TS
2011360N09088,2011,2011-12-30 06:00:00,11.6,79.1,50.0,985.0,0,NI,TS
2011360N09088,2011,2011-12-30 09:00:00,11.8,78.6,45.0,989.0,0,NI,TS
2011360N09088,2011,2011-12-30 12:00:00,12.2,78.2,40.0,993.0,0,NI,TS
2012285N21091,2012,2012-10-10 12:00:00,21.0,91.0,,,108,NI,TS
2012285N21091,2012,2012-10-10 15:00:00,21.5,91.0,,,69,NI,TS
2012285N21091,2012,2012-10-10 18:00:00,22.0,91.0,,,30,NI,TS
2012285N21091,2012,2012-10-10 21:00:00,22.3,91.1,,,30,NI,TS
2012285N21091,2012,2012-10-11 00:00:00,22.5,91.3,,,22,NI,TS
2012285N21091,2012,2012-10-11 03:00:00,23.0,91.5,,,0,NI,TS
2012285S04077,2013,2012-10-10 12:00:00,-3.6,76.8,,,1143,SI,DS
2012285S04077,2013,2012-10-10 15:00:00,-4.3,76.7,,,1221,SI,DS
2012285S04077,2013,2012-10-10 18:00:00,-4.9,76.6,,,1288,SI,DS
2012297N11067,2012,2012-10-22 15:00:00,11.0,66.5,,,923,NI,TS
2012297N11067,2012,2012-10-22 18:00:00,11.1,66.0,15.0,1008.0,965,NI,MX
2012297N11067,2012,2012-10-22 21:00:00,11.2,65.6,18.0,1008.0,999,NI,MX
2012297N11067,2012,2012-10-23 00:00:00,11.3,65.1,20.0,1007.0,1043,NI,MX
2012301N11087,2012,2012-10-27 06:00:00,11.1,87.1,15.0,1010.0,694,NI,DS
2012301N11087,2012,2012-10-27 09:00:00,10.9,87.0,18.0,1009.0,675,NI,DS
2012301N11087,2012,2012-10-27 12:00:00,10.7,86.8,20.0,1007.0,646,NI,DS
2012301N11087,2012,2012-10-27 15:00:00,10.4,86.6,20.0,1007.0,611,NI,DS
2012301N11087,2012,2012-10-27 18:00:00,10.2,86.4,20.0,1007.0,582,NI,DS
2012301N11087,2012,2012-10-27 21:00:00,10.1,86.2,23.0,1006.0,557,NI,DS
2012301N11087,2012,2012-10-28 00:00:00,10.0,85.9,25.0,1004.0,523,NI,TS
2012301N11087,2012,2012-10-28 03:00:00,9.9,85.7,25.0,1004.0,498,NI,TS
2012301N11087,2012,2012-10-28 06:00:00,9.7,85.5,25.0,1004.0,469,NI,TS
2012301N11087,2012,2012-10-28 09:00:00,9.6,85.3,25.0,1004.0,444,NI,TS
2012301N11087,2012,2012-10-28 12:00:00,9.6,84.9,25.0,1004.0,404,NI,TS
2012301N11087,2012,2012-10-28 15:00:00,9.5,84.6,28.0,1002.0,370,NI,TS
2012301N11087,2012,2012-10-28 18:00:00,9.5,84.4,30.0,1000.0,350,NI,TS
2012301N11087,2012,2012-10-28 21:00:00,9.6,84.0,30.0,1000.0,315,NI,TS
2012301N11087,2012,2012-10-29 00:00:00,9.6,83.7,30.0,1000.0,286,NI,TS
2012301N11087,2012,2012-10-29 03:00:00,9.5,83.3,30.0,1000.0,242,NI,TS
2012301N11087,2012,2012-10-29 06:00:00,9.1,82.9,30.0,1000.0,182,NI,TS
2012301N11087,2012,2012-10-29 09:00:00,8.9,82.6,33.0,998.0,143,NI,TS
2012301N11087,2012,2012-10-29 12:00:00,8.8,82.5,35.0,996.0,129,NI,TS
2012301N11087,2012,2012-10-29 15:00:00,8.7,82.4,38.0,995.0,115,NI,TS
2012301N11087,2012,2012-10-29 18:00:00,8.7,82.5,40.0,993.0,125,NI,TS
2012301N11087,2012,2012-10-29 21:00:00,8.7,82.6,40.0,993.0,135,NI,TS
2012301N11087,2012,2012-10-30 00:00:00,8.8,82.8,40.0,993.0,159,NI,TS
2012301N11087,2012,2012-10-30 03:00:00,8.9,82.7,43.0,991.0,153,NI,TS
2012301N11087,2012,2012-10-30 06:00:00,9.1,82.7,45.0,989.0,163,NI,TS
2012301N11087,2012,2012-10-30 09:00:00,9.5,82.6,45.0,989.0,178,NI,TS
2012301N11087,2012,2012-10-30 12:00:00,9.7,82.6,45.0,989.0,190,NI,TS
2012301N11087,2012,2012-10-30 15:00:00,9.9,82.6,48.0,987.0,204,NI,TS
2012301N11087,2012,2012-10-30 18:00:00,10.4,82.5,50.0,985.0,223,NI,TS
2012301N11087,2012,2012-10-30 21:00:00,10.5,82.3,50.0,985.0,212,NI,TS
2012301N11087,2012,2012-10-31 00:00:00,10.9,81.8,50.0,985.0,207,NI,TS
2012301N11087,2012,2012-10-31 03:00:00,11.3,81.3,50.0,985.0,153,NI,TS
2012301N11087,2012,2012-10-31 06:00:00,11.7,81.0,50.0,985.0,122,NI,TS
2012301N11087,2012,2012-10-31 09:00:00,12.3,80.5,50.0,985.0,39,NI,TS
2012301N11087,2012,2012-10-31 12:00:00,12.7,79.8,50.0,985.0,0,NI,TS
2012301N11087,2012,2012-10-31 15:00:00,13.0,79.2,48.0,987.0,0,NI,TS
2012301N11087,2012,2012-10-31 18:00:00,13.2,78.3,45.0,989.0,0,NI,TS
2012301N11087,2012,2012-10-31 21:00:00,13.3,77.7,40.0,993.0,0,NI,TS
2012301N11087,2012,2012-11-01 00:00:00,13.3,77.3,35.0,996.0,0,NI,TS
2012301N11087,2012,2012-11-01 03:00:00,13.5,77.0,,,0,NI,TS
2012301N11087,2012,2012-11-01 06:00:00,13.5,77.0,,,0,NI,TS
2012301N11087,2012,2012-11-01 09:00:00,13.7,77.0,,,0,NI,TS
2012301N11087,2012,2012-11-01 12:00:00,14.0,77.0,,,0,NI,TS
2012301N11087,2012,2012-11-01 15:00:00,14.3,77.0,,,0,NI,TS
2012301N11087,2012,2012-11-01 18:00:00,14.5,77.0,,,0,NI,TS
2012321N14090,2012,2012-11-16 00:00:00,14.2,90.2,20.0,1007.0,474,NI,DS
2012321N14090,2012,2012-11-16 03:00:00,14.4,90.1,20.0,1007.0,475,NI,DS
2012321N14090,2012,2012-11-16 06:00:00,14.6,89.9,20.0,1007.0,487,NI,DS
2012321N14090,2012,2012-11-16 09:00:00,14.8,89.7,20.0,1007.0,500,NI,DS
2012321N14090,2012,2012-11-16 12:00:00,14.9,89.6,20.0,1007.0,508,NI,DS
2012321N14090,2012,2012-11-16 15:00:00,15.0,89.4,20.0,1007.0,526,NI,DS
2012321N14090,2012,2012-11-16 18:00:00,15.1,89.3,20.0,1007.0,534,NI,TS
2012321N14090,2012,2012-11-16 21:00:00,15.2,89.2,23.0,1006.0,543,NI,TS
2012321N14090,2012,2012-11-17 00:00:00,15.4,89.1,25.0,1004.0,550,NI,TS
2012321N14090,2012,2012-11-17 03:00:00,15.6,89.1,28.0,1002.0,547,NI,TS
2012321N14090,2012,2012-11-17 06:00:00,15.7,89.3,30.0,1000.0,525,NI,MX
2012321N14090,2012,2012-11-17 09:00:00,15.8,89.2,30.0,1000.0,535,NI,MX
2012321N14090,2012,2012-11-17 12:00:00,16.1,89.0,30.0,1000.0,515,NI,MX
2012321N14090,2012,2012-11-17 15:00:00,16.2,88.9,33.0,998.0,500,NI,MX
2012321N14090,2012,2012-11-17 18:00:00,16.2,88.9,35.0,996.0,500,NI,TS
2012321N14090,2012,2012-11-17 21:00:00,16.1,88.6,35.0,996.0,494,NI,TS
2012321N14090,2012,2012-11-18 00:00:00,16.1,88.5,35.0,996.0,489,NI,TS
2012321N14090,2012,2012-11-18 03:00:00,16.0,88.4,35.0,996.0,495,NI,TS
2012321N14090,2012,2012-11-18 06:00:00,16.0,88.0,35.0,996.0,477,NI,TS
2012321N14090,2012,2012-11-18 09:00:00,15.9,87.7,35.0,996.0,462,NI,TS
2012321N14090,2012,2012-11-18 12:00:00,15.9,87.6,35.0,996.0,454,NI,TS
2012321N14090,2012,2012-11-18 15:00:00,15.8,87.5,35.0,996.0,454,NI,TS
2012321N14090,2012,2012-11-18 18:00:00,15.7,87.4,35.0,996.0,454,NI,TS
2012321N14090,2012,2012-11-18 21:00:00,15.6,87.2,33.0,998.0,447,NI,TS
2012321N14090,2012,2012-11-19 00:00:00,15.4,86.9,30.0,1000.0,440,NI,TS
2012321N14090,2012,2012-11-19 03:00:00,15.1,86.6,30.0,1000.0,446,NI,TS
2012321N14090,2012,2012-11-19 06:00:00,15.1,86.4,30.0,1000.0,433,NI,TS
2012321N14090,2012,2012-11-19 09:00:00,15.1,86.3,28.0,1002.0,427,NI,TS
2012321N14090,2012,2012-11-19 12:00:00,15.1,86.0,25.0,1004.0,409,NI,TS
2012321N14090,2012,2012-11-19 15:00:00,15.1,85.8,25.0,1004.0,394,NI,TS
2012321N14090,2012,2012-11-19 18:00:00,15.1,85.5,25.0,1004.0,372,NI,TS
2012321N14090,2012,2012-11-19 21:00:00,15.1,85.3,25.0,1004.0,358,NI,TS
2012321N14090,2012,2012-11-20 00:00:00,15.2,85.0,25.0,1004.0,328,NI,TS
2012321N14090,2012,2012-11-20 03:00:00,15.2,84.8,25.0,1004.0,309,NI,TS
2012321N14090,2012,2012-11-20 06:00:00,15.2,84.5,25.0,1004.0,282,NI,TS
2012321N14090,2012,2012-11-20 09:00:00,15.0,84.2,25.0,1004.0,270,NI,TS
2012321N14090,2012,2012-11-20 12:00:00,14.8,84.0,25.0,1004.0,271,NI,TS
2012321N14090,2012,2012-11-20 15:00:00,14.7,83.8,25.0,1004.0,266,NI,TS
2012321N14090,2012,2012-11-20 18:00:00,14.5,83.6,25.0,1004.0,273,NI,TS
2012321N14090,2012,2012-11-20 21:00:00,14.3,83.5,25.0,1004.0,287,NI,TS
2012321N14090,2012,2012-11-21 00:00:00,14.0,83.3,25.0,1004.0,307,NI,TS
2012321N14090,2012,2012-11-21 03:00:00,13.7,83.1,25.0,1004.0,302,NI,TS
2012321N14090,2012,2012-11-21 06:00:00,13.5,82.9,25.0,1004.0,281,NI,TS
2012321N14090,2012,2012-11-21 09:00:00,13.3,82.7,25.0,1004.0,259,NI,TS
2012321N14090,2012,2012-11-21 12:00:00,13.1,82.5,25.0,1004.0,239,NI,TS
2012321N14090,2012,2012-11-21 15:00:00,13.1,82.3,25.0,1004.0,217,NI,TS
2012321N14090,2012,2012-11-21 18:00:00,13.1,82.1,25.0,1004.0,196,NI,TS
2012321N14090,2012,2012-11-21 21:00:00,13.0,81.8,25.0,1004.0,165,NI,TS
2012321N14090,2012,2012-11-22 00:00:00,12.9,81.6,25.0,1004.0,147,NI,TS
2012321N14090,2012,2012-11-22 03:00:00,12.9,81.4,25.0,1004.0,127,NI,TS
2012321N14090,2012,2012-11-22 06:00:00,12.9,81.2,25.0,1004.0,107,NI,TS
2012321N14090,2012,2012-11-22 09:00:00,12.9,81.0,25.0,1004.0,86,NI,TS
2012321N14090,2012,2012-11-22 12:00:00,12.9,80.7,25.0,1004.0,54,NI,TS
2012321N14090,2012,2012-11-22 15:00:00,12.9,80.5,25.0,1004.0,32,NI,TS
2012321N14090,2012,2012-11-22 18:00:00,12.8,80.2,25.0,1004.0,0,NI,TS
2012321N14090,2012,2012-11-22 21:00:00,12.8,79.9,25.0,1004.0,0,NI,TS
2012321N14090,2012,2012-11-23 00:00:00,12.7,79.5,25.0,1004.0,0,NI,TS
2012321N14090,2012,2012-11-23 03:00:00,12.7,79.2,23.0,1006.0,0,NI,TS
2012321N14090,2012,2012-11-23 06:00:00,12.6,78.9,20.0,1007.0,0,NI,DS
2013130N04093,2013,2013-05-09 18:00:00,4.4,93.0,20.0,1007.0,264,NI,DS
2013130N04093,2013,2013-05-09 21:00:00,4.4,93.3,23.0,1006.0,233,NI,DS
2013130N04093,2013,2013-05-10 00:00:00,4.5,93.5,25.0,1004.0,208,NI,TS
2013130N04093,2013,2013-05-10 03:00:00,4.7,93.3,30.0,1000.0,221,NI,TS
2013130N04093,2013,2013-05-10 06:00:00,4.9,93.0,35.0,996.0,247,NI,TS
2013130N04093,2013,2013-05-10 09:00:00,5.1,92.6,35.0,996.0,289,NI,TS
2013130N04093,2013,2013-05-10 12:00:00,5.4,92.3,35.0,996.0,321,NI,TS
2013130N04093,2013,2013-05-10 15:00:00,5.8,92.0,35.0,996.0,355,NI,TS
2013130N04093,2013,2013-05-10 18:00:00,6.1,91.7,35.0,996.0,391,NI,TS
2013130N04093,2013,2013-05-10 21:00:00,6.4,91.3,38.0,995.0,440,NI,TS
2013130N04093,2013,2013-05-11 00:00:00,6.8,91.0,40.0,993.0,483,NI,TS
2013130N04093,2013,2013-05-11 03:00:00,7.3,90.4,43.0,991.0,564,NI,TS
2013130N04093,2013,2013-05-11 06:00:00,7.8,90.2,45.0,989.0,605,NI,TS
2013130N04093,2013,2013-05-11 09:00:00,7.9,89.7,45.0,989.0,660,NI,TS
2013130N04093,2013,2013-05-11 12:00:00,8.3,89.2,45.0,989.0,728,NI,TS
2013130N04093,2013,2013-05-11 15:00:00,8.7,88.8,45.0,989.0,780,NI,TS
2013130N04093,2013,2013-05-11 18:00:00,9.1,88.7,45.0,989.0,778,NI,TS
2013130N04093,2013,2013-05-11 21:00:00,9.4,88.3,45.0,989.0,743,NI,TS
2013130N04093,2013,2013-05-12 00:00:00,9.8,87.9,45.0,989.0,714,NI,TS
2013130N04093,2013,2013-05-12 03:00:00,9.8,87.5,45.0,989.0,673,NI,TS
2013130N04093,2013,2013-05-12 06:00:00,10.0,87.5,45.0,989.0,682,NI,TS
2013130N04093,2013,2013-05-12 09:00:00,10.3,87.1,45.0,989.0,656,NI,TS
2013130N04093,2013,2013-05-12 12:00:00,10.4,87.0,45.0,989.0,651,NI,TS
2013130N04093,2013,2013-05-12 15:00:00,10.5,86.7,45.0,989.0,626,NI,TS
2013130N04093,2013,2013-05-12 18:00:00,10.9,86.6,45.0,989.0,635,NI,TS
2013130N04093,2013,2013-05-12 21:00:00,11.0,86.5,45.0,989.0,640,NI,TS
2013130N04093,2013,2013-05-13 00:00:00,11.5,86.5,45.0,989.0,658,NI,TS
2013130N04093,2013,2013-05-13 03:00:00,11.8,86.4,45.0,989.0,666,NI,TS
2013130N04093,2013,2013-05-13 06:00:00,12.0,86.4,45.0,989.0,676,NI,TS
2013130N04093,2013,2013-05-13 09:00:00,12.0,85.9,45.0,989.0,622,NI,TS
2013130N04093,2013,2013-05-13 12:00:00,12.2,85.8,45.0,989.0,609,NI,TS
2013130N04093,2013,2013-05-13 15:00:00,12.6,85.7,45.0,989.0,578,NI,TS
2013130N04093,2013,2013-05-13 18:00:00,12.8,85.5,45.0,989.0,547,NI,TS
2013130N04093,2013,2013-05-13 21:00:00,13.2,85.4,45.0,989.0,505,NI,TS
2013130N04093,2013,2013-05-14 00:00:00,13.6,85.5,45.0,989.0,480,NI,TS
2013130N04093,2013,2013-05-14 03:00:00,13.7,85.5,45.0,989.0,472,NI,TS
2013130N04093,2013,2013-05-14 06:00:00,14.1,85.7,45.0,989.0,459,NI,TS
2013130N04093,2013,2013-05-14 09:00:00,14.2,85.7,45.0,989.0,452,NI,TS
2013130N04093,2013,2013-05-14 12:00:00,14.6,86.1,45.0,989.0,456,NI,TS
2013130N04093,2013,2013-05-14 15:00:00,14.8,86.2,45.0,989.0,448,NI,TS
2013130N04093,2013,2013-05-14 18:00:00,15.3,86.6,45.0,989.0,428,NI,TS
2013130N04093,2013,2013-05-14 21:00:00,15.8,86.7,45.0,989.0,393,NI,TS
2013130N04093,2013,2013-05-15 00:00:00,16.3,87.1,45.0,989.0,384,NI,TS
2013130N04093,2013,2013-05-15 03:00:00,16.7,87.2,45.0,989.0,361,NI,TS
2013130N04093,2013,2013-05-15 06:00:00,17.3,87.6,45.0,989.0,327,NI,TS
2013130N04093,2013,2013-05-15 09:00:00,17.7,87.7,45.0,989.0,291,NI,TS
2013130N04093,2013,2013-05-15 12:00:00,18.3,88.2,45.0,989.0,268,NI,TS
2013130N04093,2013,2013-05-15 15:00:00,18.8,88.6,45.0,989.0,260,NI,TS
2013130N04093,2013,2013-05-15 18:00:00,19.3,88.8,45.0,989.0,237,NI,TS
2013130N04093,2013,2013-05-15 21:00:00,19.8,89.2,45.0,989.0,201,NI,TS
2013130N04093,2013,2013-05-16 00:00:00,20.4,89.7,45.0,989.0,147,NI,TS
2013130N04093,2013,2013-05-16 03:00:00,21.2,90.2,43.0,991.0,67,NI,TS
2013130N04093,2013,2013-05-16 06:00:00,22.5,91.0,40.0,993.0,10,NI,TS
2013130N04093,2013,2013-05-16 09:00:00,23.4,91.9,38.0,995.0,0,NI,TS
2013130N04093,2013,2013-05-16 12:00:00,24.1,92.5,35.0,996.0,0,NI,TS
2013130N04093,2013,2013-05-16 15:00:00,24.5,93.0,,,0,NI,TS
2013130N04093,2013,2013-05-16 18:00:00,25.0,93.5,,,0,NI,TS
2013149N21090,2013,2013-05-29 03:00:00,21.0,89.5,,,78,NI,TS
2013149N21090,2013,2013-05-29 06:00:00,21.3,89.3,,,39,NI,TS
2013149N21090,2013,2013-05-29 09:00:00,21.5,89.0,,,11,NI,TS
2013149N21090,2013,2013-05-29 12:00:00,21.7,88.8,,,0,NI,TS
2013149N21090,2013,2013-05-29 15:00:00,22.0,88.7,,,0,NI,TS
2013149N21090,2013,2013-05-29 18:00:00,22.1,88.4,,,0,NI,TS
2013149N21090,2013,2013-05-29 21:00:00,22.1,88.1,,,0,NI,TS
2013149N21090,2013,2013-05-30 00:00:00,22.2,87.8,,,0,NI,TS
2013149N21090,2013,2013-05-30 03:00:00,22.3,87.5,,,0,NI,TS
2013149N21090,2013,2013-05-30 06:00:00,22.3,87.5,,,0,NI,TS
2013149N21090,2013,2013-05-30 09:00:00,22.5,87.4,,,0,NI,TS
2013149N21090,2013,2013-05-30 12:00:00,22.7,87.3,,,0,NI,TS
2013149N21090,2013,2013-05-30 15:00:00,22.7,87.2,,,0,NI,TS
2013149N21090,2013,2013-05-30 18:00:00,22.8,87.2,,,0,NI,NR
2013149N21090,2013,2013-05-30 21:00:00,23.1,87.2,,,0,NI,NR
2013149N21090,2013,2013-05-31 00:00:00,23.5,87.1,,,0,NI,TS
2013149N21090,2013,2013-05-31 03:00:00,24.0,87.0,,,0,NI,TS
2013149N21090,2013,2013-05-31 06:00:00,24.5,87.0,,,0,NI,TS
2013149N21090,2013,2013-05-31 09:00:00,25.0,87.0,,,0,NI,TS
2013211N21088,2013,2013-07-30 03:00:00,21.0,88.0,,,70,NI,TS
2013211N21088,2013,2013-07-30 06:00:00,21.5,87.5,,,15,NI,TS
2013211N21088,2013,2013-07-30 09:00:00,21.7,87.3,,,0,NI,TS
2013211N21088,2013,2013-07-30 12:00:00,21.7,87.0,,,0,NI,TS
2013211N21088,2013,2013-07-30 15:00:00,21.7,86.3,,,0,NI,TS
2013211N21088,2013,2013-07-30 18:00:00,21.7,85.5,,,0,NI,TS
2013211N21088,2013,2013-07-30 21:00:00,21.8,84.8,,,0,NI,TS
2013211N21088,2013,2013-07-31 00:00:00,21.8,84.0,,,0,NI,TS
2013211N21088,2013,2013-07-31 03:00:00,21.8,83.0,,,0,NI,TS
2013211N21088,2013,2013-07-31 06:00:00,21.8,82.5,,,0,NI,TS
2013211N21088,2013,2013-07-31 09:00:00,21.9,81.5,,,0,NI,TS
2013211N21088,2013,2013-07-31 12:00:00,22.0,80.5,,,0,NI,TS
2013211N21088,2013,2013-07-31 15:00:00,22.1,79.9,,,0,NI,TS
2013211N21088,2013,2013-07-31 18:00:00,22.2,79.7,,,0,NI,TS
2013211N21088,2013,2013-07-31 21:00:00,22.4,79.8,,,0,NI,TS
2013211N21088,2013,2013-08-01 00:00:00,22.5,80.0,,,0,NI,TS
2013232N22088,2013,2013-08-20 00:00:00,22.0,87.5,,,0,NI,TS
2013232N22088,2013,2013-08-20 03:00:00,22.0,87.5,,,0,NI,TS
2013232N22088,2013,2013-08-20 06:00:00,22.0,87.5,,,0,NI,TS
2013232N22088,2013,2013-08-20 09:00:00,22.1,87.5,,,0,NI,TS
2013232N22088,2013,2013-08-20 12:00:00,22.3,87.5,,,0,NI,TS
2013232N22088,2013,2013-08-20 15:00:00,22.4,87.5,,,0,NI,TS
2013232N22088,2013,2013-08-20 18:00:00,22.5,87.5,,,0,NI,TS
2013232N22088,2013,2013-08-20 21:00:00,22.9,87.4,,,0,NI,TS
2013232N22088,2013,2013-08-21 00:00:00,23.3,87.0,,,0,NI,TS
2013232N22088,2013,2013-08-21 03:00:00,23.3,86.0,,,0,NI,TS
2013232N22088,2013,2013-08-21 06:00:00,23.2,85.7,,,0,NI,TS
2013232N22088,2013,2013-08-21 09:00:00,23.2,85.0,,,0,NI,TS
2013232N22088,2013,2013-08-21 12:00:00,23.2,84.0,,,0,NI,TS
2013232N22088,2013,2013-08-21 15:00:00,23.2,83.0,,,0,NI,TS
2013232N22088,2013,2013-08-21 18:00:00,23.2,82.2,,,0,NI,TS
2013232N22088,2013,2013-08-21 21:00:00,23.2,82.2,,,0,NI,TS
2013232N22088,2013,2013-08-22 00:00:00,23.2,82.0,,,0,NI,TS
2013232N22088,2013,2013-08-22 03:00:00,23.2,80.7,,,0,NI,TS
2013232N22088,2013,2013-08-22 06:00:00,23.2,80.3,,,0,NI,TS
2013232N22088,2013,2013-08-22 09:00:00,23.1,80.1,,,0,NI,TS
2013232N22088,2013,2013-08-22 12:00:00,23.0,80.1,,,0,NI,TS
2013232N22088,2013,2013-08-22 15:00:00,22.9,80.1,,,0,NI,TS
2013232N22088,2013,2013-08-22 18:00:00,22.9,80.0,,,0,NI,TS
2013232N22088,2013,2013-08-22 21:00:00,22.8,79.9,,,0,NI,TS
2013232N22088,2013,2013-08-23 00:00:00,22.8,79.8,,,0,NI,TS
2013281N12098,2013,2013-10-08 09:00:00,12.4,94.9,28.0,1002.0,369,NI,TS
2013281N12098,2013,2013-10-08 12:00:00,12.4,94.5,30.0,1000.0,373,NI,TS
2013281N12098,2013,2013-10-08 15:00:00,12.5,94.2,30.0,1000.0,368,NI,TS
2013281N12098,2013,2013-10-08 18:00:00,12.7,94.0,30.0,1000.0,349,NI,TS
2013281N12098,2013,2013-10-08 21:00:00,12.9,93.7,33.0,998.0,333,NI,TS
2013281N12098,2013,2013-10-09 00:00:00,13.1,93.5,35.0,996.0,317,NI,TS
2013281N12098,2013,2013-10-09 03:00:00,13.2,93.3,38.0,995.0,314,NI,TS
2013281N12098,2013,2013-10-09 06:00:00,13.2,92.9,40.0,993.0,332,NI,TS
2013281N12098,2013,2013-10-09 09:00:00,13.5,92.5,43.0,991.0,328,NI,TS
2013281N12098,2013,2013-10-09 12:00:00,13.6,92.4,45.0,989.0,327,NI,TS
2013281N12098,2013,2013-10-09 15:00:00,13.7,92.3,50.0,986.0,326,NI,TS
