SID,SEASON,time,LAT,LON,wind,pressure,DIST2LAND,BASIN,NATURE,u850,v850,u200,v200,t850,q850,rvor850,sst,vws,z500_height
2019160N11073,2019,2019-06-15 12:00:00,20.7,66.4,75.0,968.0,314,NI,TS,-4.7069397,-16.145004,-7.3974915,1.9064636,295.53442,0.018356893,90.82736,302.57788,18.25088,5664.4663
2019160N11073,2019,2019-06-15 15:00:00,20.7,66.2,73.0,970.0,331,NI,TS,0.85334015,-12.369751,-5.364929,6.6186523,295.77893,0.017928598,79.05975,302.60913,23.6072,5722.822
2019160N11073,2019,2019-06-15 18:00:00,20.7,66.0,70.0,971.0,349,NI,TS,2.0561981,-5.9226227,-6.4319763,12.34256,295.7461,0.018194102,90.7785,302.61694,20.141151,5753.7974
2019160N11073,2019,2019-06-15 21:00:00,20.7,65.8,68.0,973.0,367,NI,TS,-2.4836884,-7.031044,-0.06490326,9.415604,295.18005,0.018006193,82.99127,302.46436,21.002855,5754.83
2019160N11073,2019,2019-06-16 00:00:00,20.8,65.5,65.0,975.0,389,NI,TS,-7.168106,-11.403137,2.3295135,6.96521,295.43433,0.017252278,86.82721,302.3479,20.678514,5753.11
2019160N11073,2019,2019-06-16 03:00:00,20.8,65.2,63.0,977.0,416,NI,TS,-7.4834824,-13.898521,-8.174637,3.0604324,295.67114,0.017503638,76.63805,302.3694,19.220459,5767.1997
2019160N11073,2019,2019-06-16 06:00:00,20.8,65.1,60.0,979.0,416,NI,TS,-7.994171,-21.106796,-14.848709,1.1087799,295.8064,0.018181767,88.82164,302.46802,23.249012,5775.9106
2019160N11073,2019,2019-06-16 09:00:00,20.7,65.1,58.0,981.0,431,NI,TS,-3.944542,-21.886093,-11.325417,2.6064758,295.13416,0.017583288,90.83052,302.46802,25.580986,5783.8228
2019160N11073,2019,2019-06-16 12:00:00,20.8,65.2,55.0,983.0,416,NI,TS,-0.16444397,-14.339218,-7.612671,4.561203,295.39746,0.017521251,88.46333,302.3694,20.315067,5800.938
2019160N11073,2019,2019-06-16 15:00:00,20.8,65.6,45.0,988.0,375,NI,TS,8.337814,-6.720955,-5.841217,2.6910782,294.83313,0.017417943,93.76846,302.3479,17.018557,5830.2183
2019160N11073,2019,2019-06-16 18:00:00,21.1,66.1,40.0,993.0,318,NI,TS,9.517807,-2.6769104,-3.81781,-0.372406,294.4856,0.017887317,95.38565,302.385,13.533271,5857.9688
2019160N11073,2019,2019-06-16 21:00:00,21.4,66.4,38.0,994.0,276,NI,TS,1.1294479,8.031975,-8.451736,-2.8205185,294.9673,0.017586324,95.80641,302.02173,16.338507,5860.4307
2019160N11073,2019,2019-06-17 00:00:00,21.7,66.6,35.0,994.0,236,NI,TS,1.9129639,3.445938,-9.566132,-4.817459,294.23608,0.01779364,96.626724,301.65454,14.144023,5856.316
2019160N11073,2019,2019-06-17 03:00:00,21.8,66.8,33.0,995.0,223,NI,TS,5.786728,4.3227463,-10.56823,-4.883438,294.11255,0.017605385,95.46605,301.6399,19.788689,5866.8984
2019160N11073,2019,2019-06-17 06:00:00,21.9,67.0,30.0,996.0,200,NI,TS,4.976898,4.729828,-10.773453,-5.6076202,294.77612,0.017599758,92.21605,301.73364,18.839756,5878.1436
2019160N11073,2019,2019-06-17 09:00:00,22.2,67.4,28.0,997.0,154,NI,TS,4.8642044,6.5041275,-10.410355,-6.51194,294.79956,0.017651044,91.08644,301.99048,21.059126,5871.6885
2019160N11073,2019,2019-06-17 12:00:00,22.5,67.9,25.0,998.0,105,NI,TS,4.786667,8.294052,-9.797256,-7.250244,294.98706,0.017501105,90.34035,301.32446,21.31469,5863.499
2019160N11073,2019,2019-06-17 15:00:00,22.8,68.1,23.0,1003.0,67,NI,TS,2.0158234,3.7193222,-9.605011,-6.1037064,295.19714,0.017207868,86.39661,301.27563,15.948999,5875.0176
2019160N11073,2019,2019-06-17 18:00:00,23.1,68.3,20.0,1007.0,32,NI,DS,0.63560486,2.8770142,-9.594406,-5.353653,295.36426,0.017070081,85.99036,301.75903,13.130004,5886.0264
2019160N11073,2019,2019-06-17 21:00:00,23.2,68.6,20.0,1007.0,0,NI,DS,1.8748474,1.5636215,-6.8189087,-4.3979187,294.71814,0.017233493,93.97792,302.59216,11.835591,5868.075
2019160N11073,2019,2019-06-18 00:00:00,23.2,69.0,20.0,1007.0,0,NI,DS,5.5144806,3.314682,-4.6254425,-3.3953094,294.32202,0.017931916,96.45058,302.59216,12.159031,5850.7104
2019160N11073,2019,2019-06-18 03:00:00,23.1,69.6,20.0,1007.0,0,NI,DS,7.14476,2.3265533,-4.467842,-3.527893,294.2019,0.01743962,90.38771,302.59216,13.879114,5859.699
2019160N11073,2019,2019-06-18 06:00:00,23.0,70.2,20.0,1007.0,0,NI,DS,7.2887115,2.3188934,-3.3082886,-4.2639923,294.2439,0.018437918,99.9424,302.86475,12.475207,5867.4385
2019218N21088,2019,2019-08-06 03:00:00,20.5,88.0,,,106,NI,TS,-8.752785,-8.407028,-14.060661,-5.5646667,294.00146,0.01689723,92.3345,302.48022,6.6022506,5786.897
2019218N21088,2019,2019-08-06 06:00:00,20.5,88.0,,,106,NI,TS,-9.198502,-10.808105,-11.80957,-6.4353333,294.29492,0.017049097,92.3345,302.48022,5.0930166,5787.166
2019218N21088,2019,2019-08-06 09:00:00,20.6,87.9,,,94,NI,TS,-7.303482,-7.299034,-14.911697,-5.839821,294.50537,0.016836597,87.635376,302.48022,8.891,5778.3125
2019218N21088,2019,2019-08-06 12:00:00,20.7,87.8,,,83,NI,TS,-8.261978,-4.4540253,-18.20523,-3.7911835,294.66113,0.016459111,86.729126,302.53296,9.965322,5771.983
2019218N21088,2019,2019-08-06 15:00:00,20.7,87.7,,,72,NI,TS,-2.4958801,-3.632927,-15.764275,-4.00972,294.4298,0.01735584,98.84543,302.53296,13.309601,5774.9365
2019218N21088,2019,2019-08-06 18:00:00,20.8,87.6,,,62,NI,TS,2.3209991,-5.9661255,-13.272537,-3.9958344,294.20825,0.018304545,99.44699,302.57593,15.71752,5779.4194
2019218N21088,2019,2019-08-06 21:00:00,20.9,87.5,,,53,NI,TS,-0.37580872,-4.7508774,-11.516228,-0.9747696,294.36218,0.017956669,93.686935,302.78442,11.840768,5768.0166
2019218N21088,2019,2019-08-07 00:00:00,21.0,87.4,,,47,NI,TS,-0.31285095,-2.6664886,-10.287262,2.1419983,294.19775,0.017387062,93.686935,302.8025,11.072959,5755.415
2019218N21088,2019,2019-08-07 03:00:00,21.1,87.4,,,53,NI,TS,3.048256,1.4599915,-13.67009,-0.9864807,294.1676,0.017487438,95.64647,302.8025,18.23093,5760.2363
2019218N21088,2019,2019-08-07 06:00:00,21.2,87.2,,,30,NI,TS,2.364441,2.328659,-16.209167,-3.446991,294.1941,0.017147217,92.95506,303.02808,19.450888,5765.1343
2019218N21088,2019,2019-08-07 09:00:00,21.5,86.9,,,0,NI,TS,1.1273041,3.7593002,-17.975899,-2.8611755,294.026,0.01756064,96.24187,302.98315,20.710009,5762.408
2019218N21088,2019,2019-08-07 12:00:00,21.9,86.5,,,0,NI,TS,-1.8676453,2.0805664,-19.24849,-2.228485,294.02588,0.017761871,97.327805,302.98315,17.907028,5756.751
2019218N21088,2019,2019-08-07 15:00:00,22.2,86.1,,,0,NI,TS,-3.656578,0.38085175,-17.158028,-2.9438248,293.9215,0.017856278,98.4404,302.98315,14.633914,5765.1045
2019218N21088,2019,2019-08-07 18:00:00,22.4,85.6,,,0,NI,TS,-6.9826202,0.21238708,-14.466003,-5.0322113,294.1316,0.018140942,98.86618,302.98315,9.138207,5772.872
2019218N21088,2019,2019-08-07 21:00:00,22.6,84.9,,,0,NI,TS,-5.3282394,0.6395416,-17.466072,-5.2023926,293.90442,0.01785644,98.56128,302.98315,13.920057,5767.691
2019218N21088,2019,2019-08-08 00:00:00,22.8,84.0,,,0,NI,TS,-8.408234,-0.7672882,-14.380203,-2.3647614,293.88818,0.01803876,99.83081,302.98315,6.1819367,5760.5977
2019218N21088,2019,2019-08-08 03:00:00,23.0,82.9,,,0,NI,TS,-7.8259277,-0.327034,-14.537048,-3.4979858,293.6958,0.017633002,99.46077,302.98315,7.469449,5771.7935
2019218N21088,2019,2019-08-08 06:00:00,23.4,81.9,,,0,NI,TS,-12.241669,-4.4121704,-12.178268,0.40589905,293.45068,0.017320704,98.35921,302.98315,4.818486,5780.5674
2019218N21088,2019,2019-08-08 09:00:00,23.6,80.9,,,0,NI,TS,-9.082924,-3.365532,-11.955124,-2.2313461,293.52808,0.017349953,96.62428,302.98315,3.088058,5775.2715
2019218N21088,2019,2019-08-08 12:00:00,23.6,80.2,,,0,NI,TS,-4.373398,-2.201706,-10.868698,-1.1537476,293.89062,0.017229475,96.31178,302.98315,6.5792966,5767.554
2019218N21088,2019,2019-08-08 15:00:00,23.6,80.0,,,0,NI,TS,-2.965828,-0.11532593,-12.514679,-1.6833115,293.72278,0.017209005,99.49138,302.98315,9.679526,5777.664
2019218N21088,2019,2019-08-08 18:00:00,23.6,79.8,,,0,NI,TS,-1.6422424,0.058944702,-13.559097,-2.3593597,293.27563,0.017455563,100.29607,302.98315,12.159754,5788.742
2019218N21088,2019,2019-08-08 21:00:00,23.6,79.4,,,0,NI,TS,-0.07311249,2.6555176,-12.844528,-1.8638763,292.93567,0.017202208,99.98064,302.98315,13.61211,5784.1094
2019218N21088,2019,2019-08-09 00:00:00,23.6,78.6,,,0,NI,TS,-0.9688263,4.449356,-12.075272,-1.852768,293.1504,0.017157707,99.49626,302.98315,12.769882,5775.5757
2019218N21088,2019,2019-08-09 03:00:00,23.8,77.3,,,0,NI,TS,-4.0575104,0.764061,-9.900528,0.27298737,293.9895,0.0176077,93.61177,302.98315,6.3649087,5786.3633
2019218N21088,2019,2019-08-09 06:00:00,24.0,76.1,,,0,NI,TS,-4.7243195,-0.92123413,-9.456253,-1.1071167,293.71533,0.017913211,100.158646,302.98315,4.735583,5797.8394
2019264N19071,2019,2019-09-20 18:00:00,19.3,71.3,20.0,1007.0,148,NI,DS,0.84065247,0.8679962,-9.356079,-2.339798,292.19507,0.01497489,92.128784,301.66504,10.6894,5854.338
2019264N19071,2019,2019-09-20 21:00:00,19.2,71.1,20.0,1005.0,170,NI,DS,-0.8325348,2.2017593,-6.9996185,-1.0425262,292.06995,0.015045594,94.06478,301.43774,7.5676003,5844.9805
2019264N19071,2019,2019-09-21 00:00:00,19.1,70.9,20.0,1002.0,179,NI,DS,0.42591858,6.7738037,-5.315033,0.06333923,292.0171,0.014896478,92.45931,301.4126,8.83113,5835.9795
2019264N19071,2019,2019-09-21 03:00:00,19.1,70.7,20.0,1002.0,179,NI,DS,0.43523407,5.18248,-4.407669,2.4802322,291.97095,0.015020948,92.86653,301.3872,5.5891304,5844.1616
2019264N19071,2019,2019-09-21 06:00:00,19.1,70.6,20.0,1002.0,180,NI,DS,-0.0046691895,5.714203,-3.7288208,3.1236877,292.0869,0.014781591,91.16341,301.354,4.5365267,5851.8594
2019264N19071,2019,2019-09-21 09:00:00,19.1,70.5,20.0,1002.0,181,NI,DS,-0.8908005,5.278366,0.110054016,2.0992355,292.39612,0.014775162,88.00331,301.354,5.6954117,5841.95
2019264N19071,2019,2019-09-21 12:00:00,19.2,70.3,20.0,1002.0,175,NI,DS,-2.1597443,1.6940918,3.4704132,1.9341583,292.3694,0.015080584,92.10487,301.37354,5.6352735,5830.4097
2019264N19071,2019,2019-09-21 15:00:00,19.2,70.1,20.0,1003.0,183,NI,DS,-1.7996979,-1.7430878,1.2677155,1.4534225,292.09106,0.015434352,96.17289,301.36963,4.497035,5837.323
2019264N19071,2019,2019-09-21 18:00:00,19.3,69.9,20.0,1004.0,182,NI,DS,-2.4298859,-1.9380798,0.8306427,0.35159302,292.06665,0.015473884,96.17289,301.36963,3.9841747,5845.5107
2019264N19071,2019,2019-09-21 21:00:00,19.4,69.7,23.0,1003.0,185,NI,DS,-1.4651489,-0.2443924,-0.01851654,-0.5631485,292.2921,0.015559001,92.483734,301.4054,7.5823526,5836.053
2019264N19071,2019,2019-09-22 00:00:00,19.6,69.5,25.0,1001.0,178,NI,TS,2.5406036,0.39656067,-0.48095703,-2.3548431,292.72852,0.015525386,92.54233,301.44702,4.0865693,5825.2446
2019264N19071,2019,2019-09-22 03:00:00,19.8,69.2,28.0,1001.0,178,NI,TS,1.8604584,0.82432556,2.1248703,-0.17321777,292.4569,0.01592032,97.91768,301.46362,5.6231747,5836.8193
2019264N19071,2019,2019-09-22 06:00:00,20.0,68.9,30.0,1001.0,182,NI,TS,1.9068756,3.322403,1.9514008,1.3306732,292.45093,0.01634625,99.14815,301.4734,1.9922276,5844.544
2019264N19071,2019,2019-09-22 09:00:00,20.2,68.5,33.0,1000.0,197,NI,TS,-1.1361084,0.41547394,0.026687622,-0.009384155,292.77307,0.015566845,88.92685,301.54663,6.3181305,5832.8335
2019264N19071,2019,2019-09-22 12:00:00,20.4,68.1,35.0,999.0,212,NI,TS,-8.513077,-0.12036133,-4.4585724,0.78141785,292.4702,0.015290981,92.80185,301.73315,4.1535783,5819.3643
2019264N19071,2019,2019-09-22 15:00:00,20.5,67.6,35.0,1000.0,242,NI,TS,-9.147774,-5.554138,-2.6670303,2.1521606,292.35242,0.015861198,93.573875,301.74683,11.280435,5825.109
2019264N19071,2019,2019-09-22 18:00:00,20.4,67.1,35.0,1001.0,274,NI,TS,-12.389893,-3.845337,-2.8579102,4.735794,292.2268,0.015790548,96.78872,301.8191,12.8255415,5820.554
2019264N19071,2019,2019-09-22 21:00:00,20.4,66.6,43.0,998.0,319,NI,TS,-9.9468,-5.996025,-1.9757996,1.9710693,292.38293,0.015458669,87.17958,301.8015,12.067814,5825.402
2019264N19071,2019,2019-09-23 00:00:00,20.4,66.1,50.0,995.0,359,NI,TS,-10.687302,-6.689682,1.4043579,3.3489227,292.30273,0.015549267,94.4413,301.3435,15.715655,5806.9736
2019264N19071,2019,2019-09-23 03:00:00,20.3,65.5,53.0,995.0,417,NI,TS,-2.0656204,-6.815178,-3.9064026,-1.3778,292.70264,0.015534392,83.62982,301.1228,7.4647284,5826.1885
2019273N23070,2019,2019-09-29 12:00:00,23.1,70.2,,,0,NI,TS,6.2319794,4.7758026,2.3454132,1.5021973,290.74585,0.014906598,100.665665,302.90234,5.0815244,5837.779
2019273N23070,2019,2019-09-29 15:00:00,23.1,70.2,,,0,NI,TS,6.2884216,0.2628708,1.3228455,3.2431946,291.01105,0.014902731,97.542206,302.90234,8.059106,5846.797
2019273N23070,2019,2019-09-29 18:00:00,23.1,70.2,,,0,NI,TS,6.344864,-4.250061,0.3002777,4.984192,291.27625,0.014898865,97.542206,302.90234,11.036687,5855.8145
2019273N23070,2019,2019-09-29 21:00:00,23.1,70.3,,,0,NI,TS,6.880829,-8.131844,-3.5017624,2.467163,291.37305,0.014816478,95.13519,302.86865,15.002903,5846.2495
2019273N23070,2019,2019-09-30 00:00:00,23.2,70.5,,,0,NI,TS,2.6453094,-10.162064,-4.1944275,0.97161865,291.19836,0.015080752,98.94379,302.86865,13.066785,5824.2695
2019273N23070,2019,2019-09-30 03:00:00,23.4,70.7,,,0,NI,TS,-4.1717453,-7.6835785,-1.6982574,2.7980118,291.18066,0.014927463,96.70795,302.86865,11.023711,5841.661
2019273N23070,2019,2019-09-30 06:00:00,23.5,71.3,,,0,NI,TS,-3.1020813,-2.667984,-1.1786499,4.7865143,291.21765,0.01493153,97.54779,302.86865,7.698645,5853.674
2019273N23070,2019,2019-09-30 09:00:00,23.5,71.6,,,0,NI,TS,-2.066185,-2.8337784,-1.3934631,3.7354507,291.2542,0.015202522,99.64484,302.86865,7.457041,5845.6484
2019273N23070,2019,2019-09-30 12:00:00,23.5,71.9,,,0,NI,TS,1.497055,-3.8921509,1.0089111,2.305481,291.3806,0.015587957,100.45343,302.86865,6.216826,5833.672
2019273N23070,2019,2019-09-30 15:00:00,23.6,72.2,,,0,NI,TS,1.7685852,-4.00663,2.3584137,3.5387802,291.51562,0.015296364,97.25502,302.86865,8.009677,5842.437
2019273N23070,2019,2019-09-30 18:00:00,23.7,72.7,,,0,NI,TS,-5.055588,0.85154724,2.0028381,4.6627045,291.19165,0.015347619,100.03627,302.86865,8.021614,5846.562
2019273N23070,2019,2019-09-30 21:00:00,23.8,73.3,,,0,NI,TS,3.2453995,-0.2950287,4.5509872,1.5970764,290.85486,0.015038895,99.16697,302.86865,6.276808,5834.9565
2019273N23070,2019,2019-10-01 00:00:00,24.0,74.1,,,0,NI,TS,-2.3637695,8.2947235,9.749527,0.9084015,290.74268,0.014606671,98.5615,302.86865,14.18766,5819.145
2019296N15066,2019,2019-10-22 18:00:00,14.7,66.4,20.0,1004.0,766,NI,DS,4.682266,3.9375458,-2.5227509,8.929474,291.4098,0.014120867,91.15726,302.11206,8.765365,5847.691
2019296N15066,2019,2019-10-22 21:00:00,14.9,66.8,20.0,1004.0,718,NI,DS,3.752678,-0.9607239,-1.7020798,9.191193,291.32294,0.013723617,87.75916,302.1477,12.488759,5837.1255
2019296N15066,2019,2019-10-23 00:00:00,15.1,67.2,20.0,1003.0,671,NI,DS,2.9656677,-2.208603,-1.5122681,9.630646,291.37085,0.014307221,92.61854,302.1267,12.657793,5824.1636
2019296N15066,2019,2019-10-23 03:00:00,15.2,67.6,20.0,1004.0,627,NI,DS,1.7371826,-3.050003,-2.2258987,8.79142,291.51343,0.013833499,86.75537,302.03003,12.508784,5834.6924
2019296N15066,2019,2019-10-23 06:00:00,15.3,68.1,20.0,1005.0,572,NI,DS,1.907135,-3.3503876,0.49406433,9.315475,291.3396,0.014453641,94.31006,302.1355,12.744444,5841.754
2019296N15066,2019,2019-10-23 09:00:00,15.4,68.5,20.0,1004.0,527,NI,DS,-1.259491,-3.1649399,-0.19363403,8.335251,291.4969,0.014809639,95.678825,302.04956,12.243973,5826.7725
2019296N15066,2019,2019-10-23 12:00:00,15.5,69.0,20.0,1002.0,473,NI,DS,-2.4163513,-4.073242,-1.8403168,6.661667,291.36316,0.015480827,100.43664,301.95972,10.750353,5806.4375
2019296N15066,2019,2019-10-23 15:00:00,15.6,69.6,23.0,1003.0,408,NI,DS,-2.6379623,-0.6325226,-1.5711517,8.434937,291.81134,0.015301634,92.94269,302.03784,9.134745,5818.314
2019296N15066,2019,2019-10-23 18:00:00,15.6,70.1,25.0,1004.0,356,NI,TS,-2.0060577,2.4234314,-1.8781586,8.643753,292.0017,0.0151315,94.37628,302.00854,6.2216363,5828.6357
2019296N15066,2019,2019-10-23 21:00:00,15.6,70.4,25.0,1002.0,325,NI,TS,-1.7789764,0.77368164,-2.9225006,7.296013,291.83026,0.014648492,92.034775,301.7528,6.6726933,5818.069
2019296N15066,2019,2019-10-24 00:00:00,15.5,70.5,25.0,999.0,319,NI,TS,-3.7179108,-4.3955994,-5.2910614,7.452179,291.8346,0.014585579,92.034775,301.51172,11.951764,5805.845
2019296N15066,2019,2019-10-24 03:00:00,15.3,70.6,28.0,1000.0,318,NI,TS,-0.23342133,-4.2905807,-3.1824417,8.132538,292.1546,0.014859567,91.02752,301.52246,12.779481,5808.187
2019296N15066,2019,2019-10-24 06:00:00,15.2,70.7,30.0,1001.0,313,NI,TS,2.342865,-0.5507965,-2.9273376,9.223053,292.35352,0.014960941,91.61346,301.56543,11.104197,5811.6763
2019296N15066,2019,2019-10-24 09:00:00,15.3,70.8,30.0,1001.0,299,NI,TS,4.302559,-3.8010254,-2.039589,8.413078,292.19086,0.01508243,94.90964,301.56543,13.7636595,5794.1143
2019296N15066,2019,2019-10-24 12:00:00,15.5,71.0,30.0,1001.0,270,NI,TS,2.1060028,-3.2231293,-2.851059,11.702713,292.3407,0.01473185,89.620575,301.61816,15.727468,5780.07
2019296N15066,2019,2019-10-24 15:00:00,15.5,71.1,33.0,1001.0,260,NI,TS,3.9179611,-6.5823135,0.6811218,11.038391,292.11993,0.014986409,95.43938,301.61816,18.049784,5778.3066
2019296N15066,2019,2019-10-24 18:00:00,15.6,71.3,35.0,1001.0,236,NI,TS,5.1810913,-5.5020447,5.8519745,11.227585,292.0691,0.0150964875,93.68938,301.70117,16.743074,5770.935
2019296N15066,2019,2019-10-24 21:00:00,15.6,71.4,40.0,998.0,226,NI,TS,7.6530457,-0.44947052,9.687271,10.419563,292.15436,0.015090415,92.629135,301.53052,11.064884,5760.9453
2019296N15066,2019,2019-10-25 00:00:00,15.8,71.6,45.0,994.0,197,NI,TS,2.1523438,-0.9164276,7.837021,8.2795105,292.16736,0.014498787,89.63695,301.33545,10.811144,5745.194
2019296N15066,2019,2019-10-25 03:00:00,15.9,71.7,48.0,993.0,183,NI,TS,-2.47995,1.5776062,3.9900894,14.656052,292.71906,0.014987479,95.693924,301.57275,14.696943,5766.4043
2019296N15066,2019,2019-10-25 06:00:00,16.0,71.8,50.0,992.0,169,NI,TS,-1.6571655,0.43296814,3.5298767,14.880249,292.36646,0.015722219,95.693924,301.57275,15.350223,5768.1123
2019296N15066,2019,2019-10-25 09:00:00,16.1,71.8,53.0,990.0,166,NI,TS,1.4270477,-2.044159,1.2687073,12.627182,292.61487,0.015839806,93.90005,301.57275,15.614946,5766.5205
2019296N15066,2019,2019-10-25 12:00:00,16.3,71.8,55.0,987.0,161,NI,TS,-0.269989,-5.507614,-1.4065247,13.129974,292.49414,0.01606182,96.8688,301.646,18.67221,5760.1875
2019296N15066,2019,2019-10-25 15:00:00,16.3,71.7,60.0,986.0,172,NI,TS,7.1688538,0.8819351,2.047577,6.6845703,292.8955,0.015688762,87.10003,301.646,15.088779,5773.3926
2019296N15066,2019,2019-10-25 18:00:00,16.5,71.5,65.0,984.0,191,NI,TS,-1.5133972,-0.9199219,6.089569,3.5887756,294.17578,0.015663795,82.518,301.63232,8.839312,5773.546
2019296N15066,2019,2019-10-25 21:00:00,16.5,71.1,68.0,982.0,234,NI,TS,2.9473495,-1.5850906,3.8746643,7.334404,292.8698,0.016230052,94.18391,301.16284,15.481312,5764.165
2019296N15066,2019,2019-10-26 00:00:00,16.6,70.8,70.0,979.0,266,NI,TS,2.4901276,-0.8752594,3.3941345,4.4101105,293.24548,0.016461093,93.34797,300.95996,5.3621235,5747.365
2019296N15066,2019,2019-10-26 03:00:00,16.6,70.4,75.0,978.0,308,NI,TS,4.3051605,3.231842,0.6721649,1.8507996,292.8841,0.016307302,96.85477,300.9336,17.204838,5761.6646
2019296N15066,2019,2019-10-26 06:00:00,16.6,70.0,80.0,976.0,348,NI,TS,6.6270294,-4.481369,1.7333984,1.3461761,293.59497,0.016275106,91.928986,301.03223,7.609724,5764.5684
2019296N15066,2019,2019-10-26 09:00:00,16.6,69.7,88.0,969.0,378,NI,TS,7.4699936,0.4168167,2.5159302,6.5593033,293.1828,0.01668661,98.07963,301.0459,11.198784,5753.314
2019296N15066,2019,2019-10-26 12:00:00,16.7,69.4,95.0,961.0,405,NI,TS,-3.5952454,5.7368774,-2.3304443,6.045868,293.03625,0.016814396,99.10697,301.0957,1.3019962,5724.24
2019296N15066,2019,2019-10-26 15:00:00,16.7,69.1,108.0,950.0,436,NI,TS,-4.3245316,-0.6870575,-3.7617035,-3.2394867,292.88837,0.016820593,98.64612,301.18457,4.4350214,5740.2285
2019296N15066,2019,2019-10-26 18:00:00,16.8,68.9,120.0,939.0,452,NI,TS,-2.7178802,11.183929,-4.1539,5.1939087,292.65845,0.01654784,98.64612,301.18457,6.1597486,5752.9785
2019296N15066,2019,2019-10-26 21:00:00,16.9,68.5,128.0,932.0,488,NI,TS,-10.305069,4.2327347,-9.37252,3.8783798,293.04553,0.016809734,96.9984,301.24805,3.8213313,5737.1694
2019296N15066,2019,2019-10-27 00:00:00,17.0,68.2,135.0,924.0,496,NI,TS,-4.387375,6.2717743,-4.733719,6.424179,293.62012,0.016795538,94.51402,301.15625,0.37839317,5713.9414
2019296N15066,2019,2019-10-27 03:00:00,17.1,67.8,135.0,925.0,511,NI,TS,4.0607376,0.5903702,-0.93222046,0.19903564,292.91638,0.016350485,98.58431,300.8789,15.215935,5718.6875
2019296N15066,2019,2019-10-27 06:00:00,17.3,67.4,135.0,926.0,516,NI,TS,-7.166931,0.022247314,-3.5936127,-0.4030609,293.69702,0.016405633,93.29916,300.6963,3.5985403,5709.1826
2019296N15066,2019,2019-10-27 09:00:00,17.4,67.1,133.0,927.0,526,NI,TS,-6.405472,-5.431511,-0.87545013,3.8313522,292.93286,0.016520612,100.54469,300.6494,11.056675,5711.5566
2019296N15066,2019,2019-10-27 12:00:00,17.5,66.8,130.0,928.0,537,NI,TS,2.6782532,-4.977066,0.5165405,5.4075623,293.1433,0.017057594,98.85719,300.63672,10.607239,5673.193
2019296N15066,2019,2019-10-27 15:00:00,17.6,66.5,128.0,931.0,551,NI,TS,9.953575,3.0580444,1.7358093,0.7649765,292.88922,0.01676712,96.943634,300.6543,19.441282,5703.5605
2019296N15066,2019,2019-10-27 18:00:00,17.8,66.3,125.0,933.0,542,NI,TS,3.510147,15.245499,-1.5,-0.5475311,293.39685,0.016740337,95.70535,300.63086,16.568686,5693.089
2019296N15066,2019,2019-10-27 21:00:00,18.0,65.8,128.0,931.0,573,NI,TS,-4.301674,0.58969116,-4.903984,1.1383743,293.03278,0.017046146,98.96299,300.4817,13.905852,5674.2725
2019296N15066,2019,2019-10-28 00:00:00,18.2,65.5,130.0,929.0,579,NI,TS,-15.134979,2.3850555,-8.993515,4.435608,293.29175,0.016887994,97.060646,300.34912,6.4747467,5647.069
2019296N15066,2019,2019-10-28 03:00:00,18.2,65.1,130.0,930.0,606,NI,TS,-1.4689865,-5.967964,-4.6276855,-4.1391525,293.2423,0.01640635,98.07084,300.28564,15.912821,5669.7275
2019301N05081,2019,2019-10-28 06:00:00,4.9,81.2,15.0,,130,NI,DS,-2.728775,-1.8619995,-6.8595123,-6.0342255,290.97803,0.01350571,89.77787,301.7583,5.871155,5858.3706
2019301N05081,2019,2019-10-28 09:00:00,4.9,80.6,15.0,,112,NI,DS,-4.4613724,-2.688858,-10.676476,-5.839012,290.44257,0.013424972,93.39279,301.729,7.5234747,5848.3813
2019301N05081,2019,2019-10-28 12:00:00,4.8,80.0,15.0,,138,NI,DS,-4.479126,-2.0606384,-10.729767,0.43041992,290.10242,0.013884967,97.84592,301.78955,6.7287354,5837.474
2019301N05081,2019,2019-10-28 15:00:00,4.7,79.4,15.0,,176,NI,DS,-3.8350372,0.05569458,-12.768478,-2.3405914,290.3954,0.01365317,92.40597,301.97803,10.007252,5847.5996
2019301N05081,2019,2019-10-28 18:00:00,4.6,78.8,15.0,1009.0,228,NI,DS,-2.6792297,0.77944946,-15.268127,-1.9807434,290.44617,0.013271169,91.30831,302.22705,12.88794,5857.6235
2019301N05081,2019,2019-10-28 21:00:00,4.5,78.1,18.0,1008.0,292,NI,DS,-1.7667236,1.3723679,-11.852936,-4.6554184,290.22345,0.013571131,98.58205,302.38538,12.680584,5847.688
2019301N05081,2019,2019-10-29 00:00:00,4.5,77.5,20.0,1007.0,345,NI,DS,0.51297,2.7680206,-8.6623535,-6.201187,290.2976,0.013847728,95.167984,302.45776,12.830949,5836.554
2019301N05081,2019,2019-10-29 03:00:00,4.7,77.1,23.0,1007.0,372,NI,DS,-0.9007797,-1.6490784,-8.477455,-6.813202,290.29065,0.014080162,95.0366,302.45776,9.193819,5845.2935
2019301N05081,2019,2019-10-29 06:00:00,5.1,76.8,25.0,1006.0,340,NI,TS,-3.3008575,-5.527115,-6.5659943,-8.188889,290.33447,0.013814778,95.935036,302.58276,4.212619,5853.396
2019301N05081,2019,2019-10-29 09:00:00,5.5,76.8,25.0,1006.0,296,NI,TS,-1.7369461,-3.3886642,-7.6417007,-2.5398026,290.26434,0.013889444,92.07001,302.3982,7.0099106,5845.5503
