SID,SEASON,time,LAT,LON,wind,pressure,DIST2LAND,BASIN,NATURE,u850,v850,u200,v200,t850,q850,rvor850,sst,vws,z500_height
2009344N06085,2009,2009-12-13 03:00:00,9.3,83.1,38.0,995.0,212,NI,TS,-5.98732,0.38728333,2.7326965,4.656967,290.6029,0.013474703,94.32493,301.55273,9.790693,5852.119
2009344N06085,2009,2009-12-13 06:00:00,9.0,83.0,35.0,996.0,188,NI,TS,-5.063736,1.4736786,-0.6044159,5.2994385,290.28076,0.013768665,95.692116,301.54297,5.8755403,5860.244
2009344N06085,2009,2009-12-13 09:00:00,8.9,82.9,35.0,996.0,174,NI,TS,-3.519867,3.5654297,-0.24560547,5.2103195,290.4817,0.013621909,91.23611,301.54297,4.0162,5852.3105
2009344N06085,2009,2009-12-13 12:00:00,9.0,82.8,35.0,996.0,168,NI,TS,-2.382248,3.7294464,0.42570496,4.2735443,290.792,0.013550493,90.966576,301.5371,2.8601823,5844.6064
2009344N06085,2009,2009-12-13 15:00:00,8.9,82.6,35.0,996.0,143,NI,TS,-3.5203476,3.9389877,0.022384644,4.5834274,290.39014,0.013689186,96.00368,301.51953,3.8480306,5852.6494
2009344N06085,2009,2009-12-13 18:00:00,9.0,82.3,35.0,996.0,119,NI,TS,-2.8967285,3.9532166,0.72257996,4.541748,290.12695,0.01356848,94.33571,301.42578,3.6668465,5861.5845
2009344N06085,2009,2009-12-13 21:00:00,9.0,82.1,33.0,998.0,102,NI,TS,-2.478836,2.4468002,-3.0724182,2.321312,290.4762,0.013843665,95.85776,301.1278,3.1807513,5854.997
2009344N06085,2009,2009-12-14 00:00:00,9.0,81.8,30.0,1000.0,74,NI,TS,-2.7210999,1.6464386,-7.986557,1.9973602,290.6106,0.01410693,96.74838,300.8474,5.2771378,5847.823
2009344N06085,2009,2009-12-14 03:00:00,8.6,81.5,30.0,1000.0,24,NI,TS,-0.71743774,0.8209381,-8.271797,-1.4070358,290.5968,0.01424866,98.71974,300.7068,9.3531475,5858.2666
2009344N06085,2009,2009-12-14 06:00:00,8.5,81.5,30.0,1000.0,15,NI,TS,-0.8661194,2.5247345,-6.7484436,-4.467682,290.3916,0.014292639,98.71974,300.7068,9.137594,5867.079
2009344N06085,2009,2009-12-14 09:00:00,8.5,81.2,28.0,1002.0,0,NI,TS,-1.0937653,1.1405411,-6.0360184,-3.3151855,290.4225,0.014359146,98.67228,300.61987,6.7357802,5860.014
2009344N06085,2009,2009-12-14 12:00:00,8.5,81.1,25.0,1004.0,0,NI,MX,-1.8311768,-1.0249023,-3.60289,-0.67440796,290.3772,0.014549631,100.22697,300.61987,1.8060493,5851.368
2009344N06085,2009,2009-12-14 15:00:00,8.5,81.1,20.0,1007.0,0,NI,MX,-1.2782822,2.9504318,-4.6894608,0.10637665,290.31372,0.0144768525,100.347496,300.61987,4.8391953,5858.5938
2009344N06085,2009,2009-12-14 18:00:00,8.5,81.0,15.0,1010.0,0,NI,MX,-0.7253876,6.925766,-5.7760315,0.88716125,290.25024,0.014404075,100.347496,300.61987,7.872341,5865.819
2009344N06085,2009,2009-12-14 21:00:00,8.5,80.8,,,0,NI,TS,3.938591,3.2630234,-4.2895584,-1.5103378,290.04968,0.014259959,100.1802,300.61987,10.0444145,5854.6963
2009344N06085,2009,2009-12-15 00:00:00,8.5,80.5,,,0,NI,TS,6.3232727,0.2682495,-3.125351,-5.360962,290.31006,0.014338048,99.277855,300.61987,10.998386,5844.0586
2010137N10090,2010,2010-05-16 18:00:00,9.8,90.4,15.0,1010.0,708,NI,DS,-3.1150818,3.180191,0.19177246,-1.5983887,291.7539,0.014349148,91.64397,304.93872,5.8112054,5864.508
2010137N10090,2010,2010-05-16 21:00:00,10.2,90.1,18.0,1009.0,762,NI,DS,-3.8894043,2.6872559,-4.3869095,-2.3164825,292.39062,0.014299806,81.685905,304.62646,7.5641193,5853.426
2010137N10090,2010,2010-05-17 00:00:00,10.5,89.7,20.0,1007.0,781,NI,DS,-4.6891174,5.13768,-3.7527008,-0.8763733,293.08008,0.014558501,84.682,304.71167,6.0865192,5845.964
2010137N10090,2010,2010-05-17 03:00:00,10.7,89.3,23.0,1006.0,794,NI,DS,-5.6941833,4.1838455,-1.6030121,1.5401917,292.72327,0.01517861,90.40865,304.85913,7.8188677,5854.8486
2010137N10090,2010,2010-05-17 06:00:00,10.8,88.7,25.0,1004.0,832,NI,TS,-3.3066711,5.3354797,-1.2834015,-0.30691528,292.8391,0.015185984,89.65865,304.9568,5.994184,5862.1787
2010137N10090,2010,2010-05-17 09:00:00,11.0,88.3,28.0,1002.0,808,NI,TS,-2.9328842,5.353447,-1.7108612,-1.6424103,293.69458,0.015453848,79.45618,304.8474,7.332239,5849.9595
2010137N10090,2010,2010-05-17 12:00:00,11.2,87.9,30.0,1000.0,778,NI,TS,-6.053238,4.56868,-3.2301178,-2.286499,294.37622,0.015627299,83.69446,304.73608,7.4137363,5840.3916
2010137N10090,2010,2010-05-17 15:00:00,11.4,87.6,33.0,998.0,758,NI,TS,-6.8655167,7.160881,-4.007843,-0.6270523,294.27393,0.015710581,76.59296,304.42554,11.921114,5843.13
2010137N10090,2010,2010-05-17 18:00:00,11.6,87.2,35.0,996.0,729,NI,TS,-3.2520142,10.77066,-5.2933807,-1.4969025,295.2224,0.01496369,76.20624,304.3474,12.436249,5847.0664
2010137N10090,2010,2010-05-17 21:00:00,11.7,86.8,38.0,995.0,697,NI,TS,0.17043304,9.464539,-2.660698,-0.8968735,293.46106,0.016732518,94.95192,303.9391,12.412205,5834.536
2010137N10090,2010,2010-05-18 00:00:00,11.8,86.3,40.0,993.0,657,NI,TS,6.571396,15.875214,-5.229187,3.7031555,293.98486,0.015949313,87.00661,303.65674,16.953253,5821.9546
2010137N10090,2010,2010-05-18 03:00:00,12.1,85.4,43.0,991.0,567,NI,TS,10.924339,7.273506,-1.7860184,2.2958374,293.61707,0.016568583,88.5609,303.64697,14.554533,5826.2803
2010137N10090,2010,2010-05-18 06:00:00,12.5,84.6,45.0,989.0,474,NI,TS,2.0214233,-10.191483,1.8016815,2.478363,293.96997,0.016424438,90.17418,303.6128,12.671752,5800.422
2010137N10090,2010,2010-05-18 09:00:00,12.9,84.0,50.0,986.0,403,NI,TS,3.3808136,3.7955856,-4.729698,13.743065,293.49243,0.016200699,89.21831,303.68213,18.244162,5801.6816
2010137N10090,2010,2010-05-18 12:00:00,13.1,83.5,55.0,982.0,347,NI,TS,5.90036,-2.260315,-3.3977966,17.179642,293.7473,0.018048342,99.98003,303.79443,21.54919,5770.464
2010137N10090,2010,2010-05-18 15:00:00,13.1,83.0,58.0,980.0,293,NI,TS,12.15136,-5.036064,-2.8513718,4.2477875,293.53662,0.017471109,95.72118,303.87842,22.893162,5789.3213
2010137N10090,2010,2010-05-18 18:00:00,13.1,82.6,60.0,978.0,250,NI,TS,11.607437,-3.2883759,0.76927185,6.0737457,293.84937,0.01752616,97.18212,304.00732,14.321841,5778.913
2010137N10090,2010,2010-05-18 21:00:00,13.1,82.1,63.0,976.0,196,NI,TS,17.53437,-9.453133,3.5704346,8.04821,292.9546,0.016734608,99.30981,304.18567,29.939537,5783.9224
2010137N10090,2010,2010-05-19 00:00:00,13.5,82.0,65.0,974.0,183,NI,TS,-0.6949463,4.383087,-3.3881683,8.925018,294.00122,0.0170846,93.989494,304.21948,5.2803955,5775.9556
2010137N10090,2010,2010-05-19 03:00:00,13.5,81.8,65.0,974.0,162,NI,TS,14.956955,-0.4940567,0.16526031,10.227928,293.1632,0.016658247,95.47588,304.27124,23.687286,5772.8906
2010137N10090,2010,2010-05-19 06:00:00,13.6,81.5,65.0,974.0,129,NI,TS,31.091278,-1.5508881,3.6815796,16.915604,292.52637,0.01612842,97.38213,304.25757,33.050007,5775.8423
2010137N10090,2010,2010-05-19 09:00:00,13.9,81.5,63.0,976.0,130,NI,TS,5.022049,-5.5832367,0.692009,16.507286,294.1819,0.017344106,95.35812,304.18042,26.273361,5761.0576
2010137N10090,2010,2010-05-19 12:00:00,14.0,81.5,60.0,978.0,131,NI,TS,20.085632,-0.8821869,2.2961884,19.481781,293.8003,0.017113065,95.35812,304.18042,27.039888,5748.7456
2010137N10090,2010,2010-05-19 15:00:00,14.1,81.4,58.0,980.0,123,NI,TS,25.904129,3.5356674,2.1173782,14.343811,293.3573,0.017052785,100.03886,304.18042,28.42513,5774.967
2010137N10090,2010,2010-05-19 18:00:00,14.6,81.1,55.0,982.0,96,NI,TS,7.8261414,-18.649994,11.102631,5.8562317,293.84595,0.017122682,95.644325,303.82983,24.72429,5775.925
2010137N10090,2010,2010-05-19 21:00:00,14.7,81.0,55.0,982.0,86,NI,TS,8.937523,-9.016884,3.0539856,7.982239,293.80408,0.017309532,97.238396,303.80273,26.087517,5773.0547
2010137N10090,2010,2010-05-20 00:00:00,15.1,81.0,55.0,982.0,68,NI,TS,6.8614044,5.5107574,0.97213745,9.082855,294.53955,0.01772002,93.9923,303.8479,6.8879128,5774.5186
2010137N10090,2010,2010-05-20 03:00:00,15.4,80.6,55.0,982.0,39,NI,TS,-16.037064,-12.231781,3.155037,10.916771,293.71924,0.017480794,95.5983,303.8274,30.070608,5769.973
2010137N10090,2010,2010-05-20 06:00:00,15.6,80.6,55.0,982.0,24,NI,TS,-12.07811,-2.8395538,2.5762177,14.4987335,294.24854,0.017588705,95.5983,303.8274,22.701664,5772.566
2010137N10090,2010,2010-05-20 09:00:00,15.7,80.5,55.0,982.0,11,NI,TS,-18.192947,-1.3766174,5.350731,13.527748,294.0016,0.017211612,92.50334,303.8274,28.094858,5792.457
2010137N10090,2010,2010-05-20 12:00:00,15.9,80.5,55.0,982.0,0,NI,TS,-17.926926,1.8704987,10.0529785,13.920044,293.57495,0.017093917,96.15178,303.8274,30.464186,5803.3745
2010137N10090,2010,2010-05-20 15:00:00,15.9,80.5,55.0,982.0,0,NI,TS,-8.594421,-0.82878876,6.491249,8.858025,293.70947,0.01743957,98.64814,303.8274,19.054546,5815.617
2010137N10090,2010,2010-05-20 18:00:00,16.0,80.6,55.0,982.0,0,NI,TS,0.7380829,-3.5280762,2.9295197,3.7960052,293.844,0.017785225,98.64814,303.8274,7.644905,5827.86
2010137N10090,2010,2010-05-20 21:00:00,16.1,80.7,53.0,984.0,0,NI,TS,5.011368,5.3408966,-0.12143707,5.419609,294.1244,0.017310986,96.025536,303.8274,7.195964,5832.994
2010137N10090,2010,2010-05-21 00:00:00,16.3,80.8,50.0,985.0,0,NI,TS,0.28074646,3.1961975,-0.1177063,5.277588,293.99658,0.016952142,93.275536,303.8274,2.1191864,5832.5205
2010137N10090,2010,2010-05-21 03:00:00,16.5,81.0,45.0,989.0,0,NI,TS,-2.8598251,5.9092407,-1.9471817,4.1053696,293.47925,0.016966287,97.31354,303.8274,5.844485,5843.3213
2010137N10090,2010,2010-05-21 06:00:00,16.8,81.2,40.0,993.0,0,NI,TS,-6.7132874,7.870331,-2.4231415,3.4038544,293.29395,0.017048145,97.973694,303.8274,6.1931224,5853.816
2010137N10090,2010,2010-05-21 09:00:00,16.8,81.3,35.0,997.0,0,NI,TS,-3.2120209,9.622513,-6.0312653,3.8425446,293.1654,0.017164385,101.174126,303.8274,9.197687,5841.954
2010137N10090,2010,2010-05-21 12:00:00,16.9,81.5,30.0,1000.0,0,NI,TS,-6.2595825,13.798523,-8.405014,4.7441254,293.03296,0.017067479,99.549126,303.8274,9.305105,5832.5654
2010137N10090,2010,2010-05-21 15:00:00,17.0,81.7,28.0,1002.0,0,NI,TS,4.429016,17.156143,-10.644882,7.8457336,293.1123,0.016108733,92.89294,303.8274,18.622692,5845.9893
2010137N10090,2010,2010-05-21 18:00:00,17.1,81.9,25.0,1004.0,0,NI,TS,13.611755,18.339935,-12.187485,10.074295,292.594,0.015406045,92.51403,303.8274,27.090986,5857.0674
2010151N14065,2010,2010-05-30 12:00:00,14.4,65.0,15.0,1010.0,920,NI,DS,-1.9547119,-1.0571594,2.2224426,3.9408264,292.15527,0.014824184,91.44147,304.35034,6.513715,5856.7466
2010151N14065,2010,2010-06-06 03:00:00,23.8,65.0,35.0,996.0,159,NI,TS,5.9416122,8.72908,12.111473,-1.165184,293.45557,0.015314935,87.36218,302.82397,12.022307,5785.709
2010151N14065,2010,2010-06-06 06:00:00,24.0,65.9,35.0,996.0,120,NI,TS,3.8731842,19.070404,9.388428,-4.366699,293.04883,0.016781203,97.73328,302.92065,24.077286,5789.6235
2010151N14065,2010,2010-06-06 09:00:00,24.2,66.6,33.0,998.0,67,NI,TS,5.3616257,6.545349,10.315315,0.31192017,293.22583,0.016124442,90.67876,302.64233,11.172146,5791.3096
2010151N14065,2010,2010-06-06 12:00:00,24.6,67.2,30.0,1000.0,0,NI,TS,4.1508484,14.240997,5.0996246,1.3186646,293.31104,0.01668457,95.71782,302.2478,12.957116,5778.236
2010151N14065,2010,2010-06-06 15:00:00,25.0,67.9,30.0,1000.0,0,NI,TS,4.3521194,4.5132904,13.865814,-2.5368118,292.77563,0.016311703,95.772644,302.2478,16.168613,5790.7715
2010280N17085,2010,2010-10-07 03:00:00,16.5,84.5,,,185,NI,TS,3.4834213,2.455513,-1.5622025,2.382286,293.3589,0.015745826,88.91024,303.31738,7.594945,5820.246
2010280N17085,2010,2010-10-07 06:00:00,17.5,84.5,,,99,NI,TS,-1.1458893,-0.5484772,3.655136,3.9337006,293.25122,0.016255569,93.144615,303.38672,6.5680866,5820.1553
2010280N17085,2010,2010-10-07 09:00:00,18.1,84.7,,,61,NI,TS,-0.022613525,-0.5325241,2.0619278,5.3034897,293.43372,0.015899168,85.034485,303.4131,7.430373,5818.032
2010280N17085,2010,2010-10-07 12:00:00,18.5,85.0,,,53,NI,TS,1.909256,-1.0595398,3.072235,5.6810913,293.69043,0.015463136,86.960266,303.3711,6.8402214,5807.905
2010280N17085,2010,2010-10-07 15:00:00,18.7,85.2,,,62,NI,TS,3.200119,0.31578064,2.3274384,5.6874313,293.4995,0.015713328,91.1818,303.42676,5.59332,5821.5195
2010280N17085,2010,2010-10-07 18:00:00,19.0,85.5,,,64,NI,TS,4.8386383,0.22625732,2.2174072,6.957443,293.4961,0.015875783,90.228676,303.5625,7.223553,5833.1196
2010280N17085,2010,2010-10-07 21:00:00,19.4,85.9,,,45,NI,TS,5.252678,2.7093048,1.3053589,5.758629,293.13513,0.01552674,89.14204,303.18262,5.0974183,5830.5996
2010280N17085,2010,2010-10-08 00:00:00,20.0,86.5,,,10,NI,TS,7.672577,0.02243042,5.0515137,4.9641113,293.0808,0.014961212,86.61469,303.18262,5.593763,5826.0654
2010280N17085,2010,2010-10-08 03:00:00,21.0,87.5,,,56,NI,TS,7.0544205,3.0875473,8.750565,6.1623,292.53333,0.015777078,93.62119,303.0996,5.9576902,5831.9185
2010280N17085,2010,2010-10-08 06:00:00,22.0,89.0,,,0,NI,TS,6.309311,11.676102,6.551178,2.221817,293.11865,0.015857186,91.90244,303.0996,9.457378,5836.5225
2010280N17085,2010,2010-10-08 09:00:00,22.8,90.0,,,0,NI,TS,5.4295044,16.243134,9.17672,1.5803833,292.64246,0.0153511,82.76607,303.0996,15.567104,5827.802
2010280N17085,2010,2010-10-08 12:00:00,23.5,90.5,,,0,NI,TS,7.6493073,17.942978,5.716324,-5.5962067,292.0901,0.015150667,93.8481,303.0996,23.618418,5807.8643
2010280N17085,2010,2010-10-08 15:00:00,24.0,90.8,,,0,NI,TS,8.730843,14.433517,8.945328,1.0166779,292.0188,0.014951825,87.91934,303.0996,13.4311075,5808.085
2010280N17085,2010,2010-10-08 18:00:00,24.5,91.0,,,0,NI,TS,9.939331,9.308823,13.947769,0.010421753,291.58423,0.014938474,95.92325,303.0996,10.125603,5813.125
2010286N18090,2010,2010-10-13 06:00:00,17.5,90.0,,,421,NI,TS,-13.909653,3.1087189,-6.0385284,-5.976364,291.91504,0.014189962,88.50006,302.14355,12.020538,5836.266
2010286N18090,2010,2010-10-13 09:00:00,17.4,89.5,,,437,NI,TS,-13.876953,0.69319916,-9.034378,-3.5455246,292.2456,0.01418152,87.9704,301.92285,6.5353456,5828.172
2010286N18090,2010,2010-10-13 12:00:00,17.5,89.0,,,391,NI,TS,-13.994644,-1.9586487,-11.895462,-4.175232,292.3203,0.014386224,87.91962,301.99023,3.052836,5823.086
2010286N18090,2010,2010-10-13 15:00:00,17.7,88.7,,,353,NI,TS,-12.2361145,-4.0260315,-12.570389,-2.896843,292.21918,0.0143909715,87.70806,302.14453,3.2473774,5825.087
2010286N18090,2010,2010-10-13 18:00:00,18.0,88.5,,,314,NI,TS,-11.364304,-5.6617737,-12.551956,-1.2473602,292.16687,0.014479643,89.09869,302.30176,4.5713854,5827.8525
2010286N18090,2010,2010-10-13 21:00:00,18.0,88.5,,,314,NI,TS,-10.578522,-6.85466,-13.016266,-2.0997467,292.3402,0.014915081,92.41286,302.25098,5.4306636,5820.888
2010286N18090,2010,2010-10-14 00:00:00,18.0,88.5,,,314,NI,TS,-9.79274,-8.047546,-13.480576,-2.9521332,292.51355,0.01535052,92.41286,302.2002,6.289942,5813.924
2010286N18090,2010,2010-10-14 03:00:00,18.0,88.5,,,314,NI,TS,-9.333748,-4.314995,-11.375046,-1.2437897,292.61957,0.015698234,95.87997,302.2002,3.7044435,5816.159
2010286N18090,2010,2010-10-14 06:00:00,18.0,88.5,,,314,NI,TS,-8.874756,-0.58244324,-9.269516,0.46455383,292.7256,0.016045947,95.87997,302.2002,1.1189451,5818.395
2010286N18090,2010,2010-10-14 09:00:00,18.0,88.3,,,299,NI,TS,-6.233162,0.27931976,-8.522087,-0.47655487,293.10498,0.0162304,92.956154,302.2246,4.087968,5812.917
2010286N18090,2010,2010-10-14 12:00:00,18.0,88.0,,,279,NI,TS,-3.8025055,-0.542511,-7.9973145,-2.5231323,293.31836,0.016548846,95.14756,302.24512,4.6388884,5808.5605
2010286N18090,2010,2010-10-14 15:00:00,18.0,88.0,,,279,NI,TS,-4.3515854,1.0637741,-9.120033,0.22185516,293.7173,0.016426746,88.93382,302.24512,4.9946065,5810.419
2010286N18090,2010,2010-10-14 18:00:00,18.0,88.0,,,279,NI,TS,-4.9006653,2.6700592,-10.242752,2.9668427,294.1162,0.016304646,88.93382,302.24512,5.3503246,5812.2773
2010286N18090,2010,2010-10-14 21:00:00,18.2,87.8,,,249,NI,TS,-5.400711,4.582962,-9.508766,0.9993286,293.70667,0.016025739,88.74227,302.3003,6.0023537,5806.154
2010286N18090,2010,2010-10-15 00:00:00,18.5,87.5,,,203,NI,TS,-5.7054443,6.3855133,-7.065796,1.0415802,293.25806,0.015778303,91.125084,302.38965,5.514361,5798.016
2010286N18090,2010,2010-10-15 03:00:00,19.0,87.0,,,128,NI,TS,-3.0250702,8.337044,-10.335205,1.9540329,292.1095,0.015307446,88.87503,302.33887,10.960346,5808.124
2010286N18090,2010,2010-10-15 06:00:00,19.5,86.0,,,39,NI,TS,-11.163055,1.034668,-9.387817,5.077423,292.5918,0.016131202,96.777374,302.5039,4.415353,5817.0083
2010286N18090,2010,2010-10-15 09:00:00,19.6,85.6,,,15,NI,TS,-12.132248,0.34156036,-10.795433,3.701294,292.2069,0.015809815,94.48313,302.53125,5.761509,5810.2695
2010286N18090,2010,2010-10-15 12:00:00,19.5,85.5,,,15,NI,TS,-11.900269,3.9922028,-12.421799,1.9032898,291.6902,0.014925761,94.48313,302.53125,2.1530333,5808.6294
2010286N18090,2010,2010-10-15 15:00:00,19.3,85.0,,,10,NI,TS,-11.509468,-0.059387207,-11.589592,1.2357941,291.51355,0.014645146,91.0088,302.51855,1.8495659,5810.9004
2010286N18090,2010,2010-10-15 18:00:00,19.0,84.5,,,0,NI,TS,-11.204605,-5.0973053,-14.450745,5.1659546,291.3623,0.014757922,95.270515,302.51855,10.764382,5818.1167
2010286N18090,2010,2010-10-15 21:00:00,18.9,84.2,,,0,NI,TS,-8.884201,-0.16998291,-16.035019,3.363968,290.82233,0.014879713,100.62307,302.51855,12.505278,5812.7534
2010286N18090,2010,2010-10-16 00:00:00,19.0,84.0,,,0,NI,TS,-6.5052032,5.231949,-18.127106,1.4701843,290.90344,0.0151107,100.82229,302.51855,12.215544,5807.5176
2010293N17093,2010,2010-10-19 12:00:00,16.7,92.6,15.0,1010.0,182,NI,DS,-0.43136597,-2.825119,-2.3023224,-3.156601,291.56177,0.014352247,92.066605,301.7827,1.9000943,5843.077
2010293N17093,2010,2010-10-19 15:00:00,16.8,92.4,18.0,1009.0,205,NI,DS,-0.8005142,0.28344727,-1.2627563,-3.4348526,291.7047,0.014328134,89.68364,301.7827,4.533987,5850.662
2010293N17093,2010,2010-10-19 18:00:00,16.9,92.3,20.0,1007.0,217,NI,DS,-2.8141937,1.9408417,0.9818878,-5.7052917,291.94922,0.0143416915,89.4727,301.83447,8.536603,5856.437
2010293N17093,2010,2010-10-19 21:00:00,17.0,92.2,23.0,1006.0,230,NI,DS,-2.230362,4.1192703,0.20394135,-5.38916,291.9898,0.014462445,90.49066,301.84656,9.978901,5850.3325
2010293N17093,2010,2010-10-20 00:00:00,17.0,92.1,25.0,1004.0,240,NI,TS,-1.7246552,5.1023865,0.459198,-4.0242004,292.09094,0.014626115,90.52582,301.92114,9.384232,5841.9336
2010293N17093,2010,2010-10-20 03:00:00,17.0,92.0,28.0,1002.0,251,NI,TS,0.7563095,4.2189407,2.481224,-1.3909149,292.1269,0.014707603,91.40609,301.92114,5.9152126,5841.8457
2010293N17093,2010,2010-10-20 06:00:00,17.0,91.8,30.0,1000.0,272,NI,TS,3.2587585,-0.00044250488,3.5501251,2.3146362,291.86206,0.014904961,94.17953,301.94653,2.333342,5840.1523
2010293N17093,2010,2010-10-20 09:00:00,16.9,91.6,30.0,1000.0,291,NI,TS,3.8522568,-3.1631622,3.5800476,-0.69190216,291.45172,0.014957767,98.48161,301.9651,3.5542417,5834.5
2010293N17093,2010,2010-10-20 12:00:00,16.9,91.5,30.0,1000.0,301,NI,TS,3.7914581,-3.0211945,4.8853607,-3.6769562,291.22107,0.014997697,98.48161,301.9651,1.2754002,5830.199
2010293N17093,2010,2010-10-20 15:00:00,17.1,91.5,33.0,998.0,305,NI,TS,4.5880966,-1.4182358,4.625107,-2.0899353,291.4096,0.015274338,99.31405,301.9651,1.2527215,5827.337
2010293N17093,2010,2010-10-20 18:00:00,17.3,91.6,35.0,996.0,292,NI,TS,1.1445007,0.3565979,3.6695404,0.0048980713,291.65088,0.015435586,98.63436,301.9065,2.5494153,5823.328
2010293N17093,2010,2010-10-20 21:00:00,17.4,91.5,43.0,991.0,293,NI,TS,-4.169983,-0.66513824,3.4193344,0.12409973,291.70166,0.01541073,97.97167,301.83398,7.689418,5804.7837
2010293N17093,2010,2010-10-21 00:00:00,17.4,91.5,50.0,985.0,293,NI,TS,-5.3750916,-1.7962494,4.3390503,0.13002014,291.80127,0.015427358,97.97167,301.79858,9.903286,5784.455
2010293N17093,2010,2010-10-21 03:00:00,17.4,91.6,53.0,984.0,285,NI,TS,0.16918182,-5.4182816,-0.1587677,-1.9868927,291.96326,0.015253648,93.29515,301.79858,10.694179,5781.825
2010293N17093,2010,2010-10-21 06:00:00,17.5,91.7,55.0,982.0,269,NI,TS,6.084549,-1.6653137,-4.361664,-3.2092743,292.094,0.015202961,94.48851,301.78687,10.559695,5775.9834
2010293N17093,2010,2010-10-21 09:00:00,17.6,91.8,60.0,978.0,254,NI,TS,9.104065,-6.3968887,-1.6119919,-0.43276978,292.1172,0.015312264,95.52866,301.78687,13.971657,5768.1357
2010293N17093,2010,2010-10-21 12:00:00,17.9,92.1,65.0,974.0,208,NI,TS,-4.642044,-8.25737,-2.39357,3.5878754,292.0349,0.015632806,97.21616,301.82495,12.056761,5763.5
2010293N17093,2010,2010-10-21 15:00:00,18.0,92.2,68.0,972.0,193,NI,TS,0.62268066,-3.0198135,-6.7009277,3.2865295,292.4618,0.015692843,94.6317,301.85913,12.181032,5760.4214
2010293N17093,2010,2010-10-21 18:00:00,18.1,92.2,70.0,970.0,187,NI,TS,5.90889,-4.4111633,-10.922348,2.3894806,292.57617,0.015776245,94.6317,301.85913,18.153217,5758.7705
2010293N17093,2010,2010-10-21 21:00:00,18.4,92.5,80.0,963.0,143,NI,TS,-6.253639,-1.7514191,-11.274406,4.273094,293.2307,0.015429652,88.69005,301.95166,8.180088,5770.0435
2010293N17093,2010,2010-10-22 00:00:00,18.5,92.6,90.0,956.0,128,NI,TS,-3.4103088,-5.329956,-10.134277,5.6488953,293.42822,0.015557037,88.69005,301.83325,12.874274,5747.003
2010293N17093,2010,2010-10-22 03:00:00,18.9,92.9,108.0,943.0,84,NI,TS,-10.6356125,11.4515,-6.7840195,13.9804535,292.64893,0.015709702,91.81003,302.21802,4.6144185,5766.754
2010293N17093,2010,2010-10-22 06:00:00,19.0,93.0,125.0,929.0,71,NI,TS,-6.0034943,10.939987,-4.316574,11.806152,293.04346,0.015763663,91.81003,302.21802,1.8962965,5746.864
2010293N17093,2010,2010-10-22 09:00:00,19.4,93.3,130.0,926.0,33,NI,TS,-11.001198,11.786575,-4.3983307,13.536125,292.24353,0.016131192,96.09736,302.46704,9.242444,5769.5146
2010293N17093,2010,2010-10-22 12:00:00,19.8,93.4,135.0,922.0,15,NI,TS,-12.491089,14.496445,-5.2496185,15.959457,292.61353,0.016657507,100.17939,302.15454,7.3877807,5769.4517
2010293N17093,2010,2010-10-22 15:00:00,20.1,93.5,108.0,943.0,0,NI,TS,-11.259079,8.93763,-0.30330658,11.246407,292.0055,0.015927833,98.25079,302.15454,11.285705,5778.01
2010293N17093,2010,2010-10-22 18:00:00,20.5,93.9,80.0,963.0,0,NI,TS,-17.911835,3.0809631,4.8363647,13.92984,291.10645,0.015255376,99.96173,302.15454,25.202751,5799.9517
2010293N17093,2010,2010-10-22 21:00:00,20.7,94.2,68.0,973.0,0,NI,TS,-2.516899,9.081978,4.8275223,9.865486,291.08398,0.015148841,99.11542,302.15454,13.185335,5799.16
2010293N17093,2010,2010-10-23 00:00:00,21.2,94.8,55.0,982.0,0,NI,TS,-6.4188385,27.026352,7.81868,6.8050385,291.16895,0.015210629,99.64276,302.15454,24.730719,5794.9272
2010305N06105,2010,2010-11-03 00:00:00,8.3,94.9,25.0,1004.0,304,NI,TS,-4.3853455,5.906555,-4.6837463,1.104599,290.62598,0.014592857,99.009514,302.04053,4.8112183,5828.176
2010305N06105,2010,2010-11-03 03:00:00,8.3,94.4,25.0,1004.0,315,NI,TS,-5.4583054,0.5634842,-14.119873,-0.25803375,290.81348,0.01468993,99.096344,301.91064,10.808444,5833.7227
2010305N06105,2010,2010-11-03 06:00:00,8.3,94.0,25.0,1004.0,330,NI,TS,-8.005875,3.7985382,-9.58725,-2.5620728,290.93652,0.014726922,97.91275,301.813,6.5542445,5834.043
2010305N06105,2010,2010-11-03 09:00:00,8.3,93.6,25.0,1004.0,350,NI,TS,-12.457718,1.1973267,-10.101723,1.7827911,291.0901,0.01490015,96.874146,301.71338,8.571727,5834.4414
2010305N06105,2010,2010-11-03 12:00:00,8.3,93.2,25.0,1004.0,374,NI,TS,-12.632217,2.1156464,-17.41307,2.658905,291.2251,0.01482733,97.1593,301.6831,4.8116207,5834.3564
2010305N06105,2010,2010-11-03 15:00:00,8.3,92.8,28.0,1002.0,402,NI,TS,-11.451424,-2.5153656,-14.104073,1.0394669,291.08447,0.0148610845,97.41726,301.7173,5.8221803,5834.749
2010305N06105,2010,2010-11-03 18:00:00,8.4,92.3,30.0,1000.0,448,NI,TS,-13.490356,-2.3612213,-15.308746,3.9473724,291.2173,0.015177127,99.85085,301.646,6.565432,5837.487
2010305N06105,2010,2010-11-03 21:00:00,8.4,91.9,30.0,1000.0,480,NI,TS,-8.927521,-0.0884552,-14.878311,3.2540894,291.4572,0.014994519,95.81561,301.62085,8.458068,5836.579
