SID,NAME,BASIN
1987282N12137,KELLY,WP
1987282N15277,FLOYD,
1987287N12089,UNNAMED,NI
1987288N13168,LYNN,WP
1987300N10239,SELMA,EP
1987303N06088,UNNAMED,NI
1987304S04086,UNNAMED,SI
1987305N17283,UNNAMED,
1987311N10148,MAURY,WP
1987312N09095,UNNAMED,NI
1987320N03171,NINA,WP
1987325N13126,OGDEN,WP
1987325S06050,UNNAMED,SI
1987336N10085,UNNAMED,NI
1987340S07095,ARINY,SI
1987343N05154,PHYLLIS,WP
1987351N09086,UNNAMED,NI
1987353S08177,UNNAMED,SP
1987358S10070,BENANDRO,SI
1988003S12171,AGI,SP
1988005N03174,ROY,WP
1988006S05182,ANNE,SP
1988012S11061,CALIDERA,SI
1988019S24044,CALIDERA,SI
1988021S12080,DOAZA,SI
1988028S07100,FREDERIC,SI
1988037S13109,EZENINA:GWENDA,SI
1988050S13155,CHARLIE,SP
1988055S10051,FILAO,SI
1988055S10180,BOLA,SP
1988058S19198,CILLA,SP
1988072S08088,GASITAO,SI
1988076S14056,HELY,SI
1988082S13063,UNNAMED,SI
1988089S17048,UNNAMED,SI
1988100S15171,DOVI,SP
1988107S28175,DOVI,SP
1988125S10071,IARISENA,SI
1988138S07092,HERBIE,SI
1988150N19119,SUSAN,WP
1988153N20275,UNNAMED,
1988156N18128,UNNAMED,WP
1988160N14074,UNNAMED,NI
1988161N21089,UNNAMED,NI
1988168N13248,UNNAMED,EP
1988169N14259,ALETTA,EP
1988170N05141,THAD,WP
1988173N12268,BUD,EP
1988177N07137,VANESSA,WP
1988184N19251,UNNAMED,EP
1988187N23133,UNNAMED,WP
1988191N13256,CARLOTTA,EP
1988193N09149,WARREN,WP
1988199N18086,UNNAMED,NI
1988202N15248,DANIEL,EP
1988208N27135,AGNES,WP
1988210N14251,EMILIA,EP
1988211N12239,FABIO,EP
1988211N15225,GILMA,EP
1988211N18230,UNNAMED,EP
1988213N11262,HECTOR,EP
1988213N20134,UNNAMED,WP
1988214N18116,UNNAMED,WP
1988215N22090,UNNAMED,NI
1988218N13264,IVA,EP
1988218N21128,BILL,WP
1988219N27175,CLARA,WP
1988219N32283,ALBERTO,
1988220N25140,UNNAMED,WP
1988221N30270,BERYL,
1988226N22173,DOYLE,WP
1988226N25286,UNNAMED,
1988226N26127,UNNAMED,WP
1988227N18250,UNNAMED,EP
1988227N24123,UNNAMED,WP
1988230N18254,JOHN,EP
1988234N13299,UNNAMED,
1988234N13339,UNNAMED,
1988235N15317,CHRIS,
1988237N23154,ELSIE,WP
1988237N30143,FABIAN,WP
1988240N15248,UNNAMED,EP
1988242N12215,ULEKI,EP
1988242N13262,KRISTY,EP
1988245N20269,DEBBY,
1988246N26133,GAY,WP
1988247N33300,ERNESTO,
1988248N28267,UNNAMED,
1988249N18163,HAL,WP
1988251N13343,UNNAMED,
1988251N23268,FLORENCE,
1988253N12306,GILBERT,
1988255N15132,JEFF,WP
1988255N21159,IRMA,WP
1988257N16252,UNNAMED,EP
1988260N15157,LEE,WP
1988263N15126,KIT,WP
1988263N18115,MAMIE,WP
1988264N13328,HELENE,
1988265N12218,WILA,EP
1988265N13263,LANE,EP
1988271N16125,UNNAMED,WP
1988272N12339,UNNAMED,
1988273N09315,ISAAC,
1988274N12142,NELSON,WP
1988275N18085,UNNAMED,NI
1988282N15118,UNNAMED,WP
1988282N17153,ODESSA,WP
1988285N09318,JOAN:MIRIAM,
1988285N18251,UNNAMED,EP
1988288N14115,UNNAMED,WP
1988290N08145,PAT,WP
1988291N15095,UNNAMED,NI
1988294N13287,UNNAMED,
1988295N10138,RUBY,WP
1988304S08077,ADELININA,SI
1988306N15130,UNNAMED,WP
1988307N09131,TESS,WP
1988308N09140,SKIP,WP
1988310S08100,BARISAONA,SI
1988319N08090,UNNAMED,NI
1988320N10087,UNNAMED,NI
1988323N15286,KEITH,
1988327N06100,UNNAMED,NI
1988341N08090,UNNAMED,NI
1988347S12128,ILONA,SI
1988352S14166,ESETA,SP
1988356N05142,VAL,WP
1988364S17148,DELILAH,SP
1989002S14192,FILI,SP
1989006S13184,GINA,SP
1989006S15044,CALASANJY,SI
1989010N16212,WINONA,EP
1989010S15063,DONA,SI
1989018S10082,EDME,SI
1989023S08103,JOHN,SI
1989024S11064,FIRINGA,SI
1989026N11127,UNNAMED,WP
1989035S11106,KIRRILY,SI
1989037S16164,HARRY,SP
1989042S23178,UNNAMED,SP
1989044S12102,HANITRA:LEON,SI
1989047S13079,GIZELA,SI
1989052S27233,HINANO,SP
1989053S14210,JUDY,SP
1989053S15170,IVY,SP
1989054S17117,UNNAMED,SI
1989056S23039,IANA,SI
1989060S09097,MARCIA,SI
1989067S17041,UNNAMED,SI
1989080S16066,JINABO,SI
1989084S18122,NED,SI
1989086S08081,KRISY,SI
1989087S11073,KRISY,SI
1989088S15187,KERRY,SP
1989089S11158,AIVU,SP
1989094S05086,LEZISSY,SI
1989096S13159,LILI,SP
1989103N07154,ANDY,WP
1989106S11128,ORSON,SI
1989122S09162,MEENA,SP
1989126S13178,ERNIE,SP
1989134N07138,BRENDA,WP
1989142N11114,CECIL,WP
1989143N17090,UNNAMED,NI
1989150N09257,ADOLPH,EP
1989153N04144,DOT,WP
1989159N17072,UNNAMED,NI
1989163N20088,UNNAMED,NI
1989165N11255,BARBARA,EP
1989167N21266,UNNAMED,
1989169N13265,COSME,EP
1989169N16142,ELLIS,WP
1989171N11088,UNNAMED,NI
1989176N14114,UNNAMED,WP
1989176N27264,ALLISON,
1989187N15132,FAYE,WP
1989189S07088,UNNAMED,SI
1989190N08231,UNNAMED,EP
1989190N09240,UNNAMED,EP
1989190N13261,DALILIA,EP
1989190N20160,GORDON,WP
1989191N13322,BARRY,
1989193N13220,UNNAMED,EP
1989194N13149,HOPE,WP
1989194S06095,UNNAMED,SI
1989195N10219,UNNAMED,EP
1989196N14250,UNNAMED,EP
1989199N05139,IRVING,WP
1989200N12236,ERICK,EP
1989201N11145,JUDY,WP
1989203N18086,UNNAMED,NI
1989205N13260,FLOSSIE,EP
1989208N20133,UNNAMED,WP
1989209N22130,KEN:LOLA,WP
1989210N14259,GIL,EP
1989211N24153,MAC,WP
1989212N15318,DEAN,
1989212N23270,CHANTAL,
1989216N06159,OWEN,WP
1989221N10149,NANCY,WP
1989221N16339,UNNAMED,
1989221N17115,UNNAMED,WP
1989227N12236,HENRIETTE,EP
1989227N13261,ISMAEL,EP
1989227N16145,PEGGY,WP
1989228N17086,UNNAMED,NI
1989228N29127,UNNAMED,WP
1989230N14338,ERIN,
1989230N17137,UNNAMED,WP
1989231N22154,UNNAMED,WP
1989234N16244,JULIETTE,EP
1989235N22146,UNNAMED,WP
1989235N26122,ROGER,WP
1989238N17339,FELIX,
1989238N22253,KIKO,EP
1989239N13312,UNNAMED,
1989240N14256,LORENA,EP
1989241N13265,MANUEL,EP
1989243N12339,GABRIELLE,
1989246N14263,NARDA,EP
1989246N16159,SARAH,WP
1989250N17148,TIP,WP
1989252N11260,OCTAVE,EP
1989254N13340,HUGO,
1989254N17145,VERA,WP
1989259N20126,WAYNE,WP
1989260N11316,IRIS,
1989260N13264,PRISCILLA,EP
1989265S05085,UNNAMED,SI
1989268N14261,RAYMOND,EP
1989269N14267,UNNAMED,EP
1989271N12142,ANGELA,WP
1989271N14168,COLLEEN,WP
1989272N18120,BRIAN,WP
1989275N12317,UNNAMED,
1989277N13257,UNNAMED,EP
1989279N07151,DAN,WP
1989284S08080,UNNAMED,SI
1989286N14137,ELSIE,WP
1989286N19268,JERRY,
1989287N11259,UNNAMED,EP
1989289N16243,UNNAMED,EP
1989290N18090,UNNAMED,NI
1989291N05158,FORREST,WP
1989302S05079,UNNAMED,SI
1989305N07105,GAY,WP
1989309S07100,PEDRO,SI
1989314N10152,HUNT,WP
1989315N11084,UNNAMED,NI
1989321N11085,UNNAMED,NI
1989324N17174,IRMA,WP
1989333N17276,KAREN,
1989335N05162,UNNAMED,WP
1989342N13137,UNNAMED,WP
1989346S10133,FELICITY,SI
1989349S08065,ALIBERA,SI
1989354N05155,JACK,WP
1989364S05095,BAOMAVO,SI
1990005S13112,ROSITA,SI
1990008N01172,KORYN,WP
1990008S27086,BAOMAVO,SI
1990012S12131,SAM,SI
1990024S14117,TINA,SI
1990027S18156,NANCY,SP
1990028S10183,OFA,SP
1990031S09070,DETY,SI
1990032S11059,CEZERA,SI
1990043S09206,PENI,SP
1990056S11125,VINCENT,SI
1990058S16075,EDISOANA,SI
1990059S13135,GREG,SP
1990060S15170,HILDA,SP
1990062S13091,GREGOARA:WALTER,SI
1990065S07083,FELANA,SI
1990073S13170,IVOR,SP
1990074S12115,ALEX,SI
1990075S09176,RAE,SP
1990076S12165,RAE,SP
1990101S07048,HANTA,SI
1990102S11092,BESSI,SI
1990108N09087,UNNAMED,NI
1990117N04152,LEWIS,WP
1990124N09088,UNNAMED,NI
1990129N05138,MARIAN,WP
1990130S03081,IKONJO,SI
1990133N09259,ALMA,EP
1990140N09122,UNNAMED,WP
1990144N16114,UNNAMED,WP
1990145N19276,UNNAMED,
1990154N11260,BORIS,EP
1990160N12250,CRISTINA,EP
1990163N08133,NATHAN,WP
1990164N14112,UNNAMED,WP
1990164N21089,UNNAMED,NI
1990166N06141,OFELIA,WP
1990170N13260,DOUGLAS,EP
1990171N11148,PERCY,WP
1990177N14257,ELIDA,EP
1990180N09159,ROBYN,WP
1990181N10259,UNNAMED,EP
1990187N13258,FAUSTO,EP
1990191N10266,GENEVIEVE,EP
1990201N12254,HERNAN,EP
1990202N10264,ISELLE,EP
1990202N13130,TASHA,WP
1990202N14110,UNNAMED,WP
1990203N09318,ARTHUR,
1990205N13231,UNNAMED,EP
1990205N16141,STEVE,WP
1990206N29154,UNNAMED,WP
1990206N34285,BERTHA,
1990208N18132,VERNON,WP
1990212N10338,CESAR,
1990215N38337,EDOUARD,
1990216N13281,DIANA,
1990216N29125,WINONA,WP
1990219N10214,AKA,EP
1990221N07162,YANCY,WP
1990222N11219,UNNAMED,EP
1990224N09328,FRAN,
1990226N19088,UNNAMED,NI
1990228N15141,ZOLA,WP
1990229N11249,UNNAMED,EP
1990229N11261,JULIO,EP
1990232N13141,BECKY,WP
1990232N22089,UNNAMED,NI
1990234N14248,KENNA,EP
1990235N10152,ABE,WP
1990236N13314,GUSTAV,
1990236N14264,LOWELL,EP
1990237N13325,HORTENSE,
1990245N16149,DOT,WP
1990245N20123,CECIL,WP
1990246N23089,UNNAMED,NI
1990247N07337,ISIDORE,
1990250N13157,ED,WP
1990251N06171,FLO,WP
1990251N12238,MARIE,EP
1990253N12248,NORBERT,EP
1990253N13258,UNNAMED,EP
1990254N24114,DOT,WP
1990261N12141,GENE,WP
1990262N15315,UNNAMED,
1990262S07074,UNNAMED,SI
1990264N14328,JOSEPHINE,
1990267N13252,ODILE,EP
1990270N13261,RACHEL,EP
1990271N13153,HATTIE,WP
1990272N10223,POLO,EP
1990272N11121,IRA,WP
1990277N16301,KLAUS,
1990279N36316,LILI,
1990280N18091,UNNAMED,NI
1990282N15250,SIMON,EP
1990283N15129,JEANA,WP
1990283N23281,MARCO,
1990287N13156,KYLE,WP
1990288N15118,LOLA,WP
1990288S08074,UNNAMED,SI
1990289N10261,TRUDY,EP
1990289N22300,NANA,
1990295N11261,VANCE,EP
1990304N08092,UNNAMED,NI
1990309N08167,PAGE,WP
1990310N07152,MIKE,WP
1990312N12121,NELL,WP
1990318N14082,UNNAMED,NI
1990319N07197,OWEN,EP
1990320N15076,UNNAMED,NI
1990327S07175,SINA,SP
1990334S08078,UNNAMED,SI
1990343S10128,LAURENCE,SI
1990347N05173,RUSS,WP
1990348N04087,UNNAMED,NI
1990350S11165,JOY,SP
1991008S09078,ALISON,SI
1991013S04096,BELLA,SI
1991015N02087,UNNAMED,NI
1991046S15122,CHRIS,SI
1991046S18150,DAPHNE,SP
1991047S16041,CYNTHIA,SI
1991053S21040,DEBRA,SI
1991055S12142,KELVIN,SP
1991057S10087,ELMA,SI
1991062N04156,SHARON,WP
1991062S09168,UNNAMED,SP
1991074S11158,UNNAMED,SP
1991077N03165,TIM,WP
1991080S06092,FATIMA,SI
1991083S11100,ERROL,SI
1991089S18052,UNNAMED,SI
1991099S10132,MARIAN,SI
1991105S12103,FIFI,SI
1991111N04145,VANESSA,WP
1991113N10091,UNNAMED,NI
1991124N05152,WALT,WP
1991124S08154,LISA,SP
1991136N11238,ANDRES,EP
1991150N14091,UNNAMED,NI
1991156S07084,GRITELLE,SI
1991163N11128,YUNYA,WP
1991165N11143,UNNAMED,WP
1991166N10257,BLANCA,EP
1991168N11265,CARLOS,EP
1991174N13259,DELORES,EP
1991180N13267,UNNAMED,EP
1991181N26282,ANA,
1991187N06139,ZEKE,WP
1991187N23264,UNNAMED,
1991194N11147,AMY,WP
1991196N06153,BRENDAN,WP
1991197N09248,ENRIQUE,EP
1991200N05157,CAITLIN,WP
1991207N20105,BRENDAN,WP
1991208N20090,UNNAMED,NI
1991210N11253,FEFA,EP
1991216N12262,GUILLERMO,EP
1991219N25165,DOUG,WP
1991220N10133,FRED,WP
1991220N13258,HILDA,EP
1991220N20160,ELLIE,WP
1991223N19162,UNNAMED,WP
1991226N18159,GLADYS,WP
1991228N26286,BOB,
1991233N22147,UNNAMED,WP
1991234N20089,UNNAMED,NI
1991237N15337,UNNAMED,
1991239N20133,HARRY,WP
1991241N11329,UNNAMED,
1991243N05172,IVY,WP
1991244N19126,JOEL,WP
1991248N27304,CLAUDETTE,
1991250N10334,DANNY,
1991251N12138,KINNA,WP
1991252N24311,ERIKA,
1991253S09080,UNNAMED,SI
1991256N13171,MIREILLE,WP
1991256N14148,LUKE,WP
1991256N17253,UNNAMED,EP
1991257N16130,NAT,WP
1991259N14258,IGNACIO,EP
1991264N10260,JIMENA,EP
1991264N15084,UNNAMED,NI
1991268N12264,KEVIN,EP
1991274N08164,PAT,WP
1991274N14149,ORCHID,WP
1991277N13251,LINDA,EP
1991281N12265,MARTY,EP
1991285N15090,UNNAMED,NI
1991285S08064,UNNAMED,SI
1991288N19274,FABIAN,
1991289N06156,RUTH,WP
1991290S10077,UNNAMED,SI
1991298N13318,UNNAMED,
1991299N27295,GRACE,
1991300N06149,UNNAMED,WP
1991301N08173,SETH,WP
1991301N10083,UNNAMED,NI
1991302N44301,UNNAMED,
1991304N08140,THELMA,WP
1991307N06177,VERNE,WP
1991311N10256,NORA,EP
1991313N10095,UNNAMED,NI
1991317N09141,WILDA,WP
1991317S07164,TIA,SP
1991320N06171,YURI,WP
1991324S08074,UNNAMED,SI
1991329N04181,ZELDA,EP
1991335S04095,GRAHAM,SI
1991338S08181,VAL,SP
1991339S10203,WASA,SP
1991348S23218,ARTHUR,SP
1991352S08066,ALEXANDRA,SI
1991360S13058,BRYNA,SI
1992003N03176,AXEL,WP
1992005S07172,BETSY,SP
1992006S13134,MARK,SI
1992017S12198,UNNAMED,SP
1992027N05206,EKEKA,EP
1992036S11212,CLIFF,SP
1992039S14063,CELESTA,SI
1992044S09181,DAMAN,SP
1992044S14128,UNNAMED,SI
1992048S18067,DAVILIA,SI
1992050S19155,UNNAMED,SP
1992054S14044,ELIZABETHA,SI
1992055S11086,FARIDA,SI
1992055S12119,IAN,SI
1992055S13169,ESAU,SP
1992055S17053,GERDA,SI
1992056S11102,HARRIET:HEATHER,SI
1992057S17052,UNNAMED,SI
1992058S15060,GERDA,SI
1992060S18061,GERDA,SI
1992061S19061,UNNAMED,SI
1992064S10184,FRAN,SP
1992074S12185,GENE,SP
1992084S10212,HETTIE,SP
1992088N05188,HALI,EP
1992088S23215,HETTIE,SP
1992096S05101,IRNA:JANE,SI
1992096S08132,NEVILLE,SI
1992113N24301,UNNAMED,
1992118S11179,INNIS,SP
1992136N10090,UNNAMED,NI
1992154N11258,AGATHA,EP
1992155N10070,UNNAMED,NI
1992167N12088,UNNAMED,NI
1992169N14246,UNNAMED,EP
1992172N07144,BOBBIE,WP
1992174N13126,CHUCK,WP
1992175N12269,CELIA,EP
1992175N16249,BLAS,EP
1992176N06145,DEANNA,WP
1992178N25275,UNNAMED,
1992185N13265,DARBY,EP
1992188N07156,ELI,WP
1992191N12252,ESTELLE,EP
1992194N07140,FAYE,WP
1992195N14254,FRANK,EP
1992197N11266,GEORGETTE,EP
1992198N13135,GARY,WP
1992206N25161,HELEN,WP
1992207N18090,UNNAMED,NI
1992207N29298,UNNAMED,
1992208N13246,HOWARD,EP
1992210N14254,ISIS,EP
1992211N39164,UNNAMED,WP
1992212N05154,JANIS,WP
1992212N20135,IRVING,WP
1992213N12256,JAVIER,EP
1992216N06182,KENT,EP
1992223N15236,UNNAMED,EP
1992227N13130,LOIS,WP
1992227N17112,MARK,WP
1992229N24162,NINA,WP
1992230N11325,ANDREW,
1992231N19249,KAY,EP
1992233N07173,UNNAMED,WP
1992233N16254,LESTER,EP
1992236N07159,OMAR,WP
1992237N14144,POLLY,WP
1992239N19135,POLLY,WP
1992241N11253,NEWTON,EP
1992241N13237,MADELINE,EP
1992242N13166,RYAN,WP
1992246N36121,POLLY,WP
1992247N10258,ORLENE,EP
1992248N19166,SIBYL,WP
1992249N12229,INIKI,EP
1992255N19247,PAINE,EP
1992258N17249,ROSLYN,EP
1992259N11159,TED,WP
1992261N15116,UNNAMED,WP
1992262N10262,TINA,EP
1992262N17252,SEYMOUR,EP
1992262N34301,BONNIE,
1992263N05175,VAL,WP
1992265N18099,UNNAMED,NI
1992266N30327,CHARLEY,
1992267N33285,DANIELLE,
1992268N11193,WARD,EP
1992269S05087,AVIONA,SI
1992270N11325,UNNAMED,
1992271N26291,EARL,
1992273N12077,UNNAMED,NI
1992275N14260,VIRGIL,EP
1992277N16140,YVETTE,WP
1992279N08175,ZACK,WP
1992279N10097,UNNAMED,NI
1992281N11263,WINIFRED,EP
1992286N12115,ANGELA,WP
1992288N10089,UNNAMED,NI
1992288N10253,XAVIER,EP
1992289N08135,COLLEEN,WP
1992289N09171,BRIAN,WP
1992290N11253,YOLANDA,EP
1992292S09083,BABIE,SI
1992297N26299,FRANCES,
1992298N10188,DAN,EP
1992300N13249,ZEKE,EP
1992302N06150,ELSIE,WP
1992304N18178,UNNAMED,WP
1992306N12093,UNNAMED,NI
1992311N06107,UNNAMED,WP
1992314N08141,FORREST,WP
1992318N06182,GAY,EP
1992318N11160,HUNT,WP
1992327N11206,UNNAMED,EP
1992331S11082,UNNAMED,SI
1992335N03077,UNNAMED,NI
1992338S04173,JONI,SP
1992352S11100,KEN,SI
1992354N03075,UNNAMED,NI
1992357S13143,NINA,SP
1992358S07161,KINA,SP
1992361S23039,UNNAMED,SI
1993002S17196,UNNAMED,SP
1993011S12214,UNNAMED,SP
1993012S09074,COLINA,SI
1993016S06091,EDWINA,SI
1993016S16042,DESSILIA,SI
1993023S14120,LENA,SI
1993025S12136,UNNAMED,SP
1993029S11178,LIN,SP
1993034S12151,OLIVER,SP
1993034S14191,MICK,SP
1993041S16052,FINELLA,SI
1993043S11193,NISHA,SP
1993045S13170,OLI,SP
1993051S14046,GRACIA,SI
1993053S12161,POLLY,SP
1993056S21051,UNNAMED,SI
1993059N05136,UNNAMED,WP
1993059S20052,HUTELLE,SI
1993061S14042,IONIA,SI
1993064N03174,IRMA,WP
1993069S08164,ROGER,SP
1993083S12181,PREMA,SP
1993091S13092,JOURDANNE,SI
1993096N08148,UNNAMED,WP
1993096S11101,MONTY,SI
1993105N06165,UNNAMED,WP
1993120S10075,KONITA,SI
1993131S04158,ADEL,SP
1993134N04160,JACK,WP
1993152N22276,UNNAMED,
1993162N10245,ADRIAN,EP
1993164N04160,KORYN,WP
1993166N06131,UNNAMED,WP
1993169N13265,BEATRIZ,EP
1993169N21268,ARLENE,
1993178N14265,UNNAMED,EP
1993185N09137,LEWIS,WP
1993186N13262,CALVIN,EP
1993193N08144,MARIAN,WP
1993196N11241,DORA,EP
1993197N11247,EUGENE,EP
1993199N10156,NATHAN,WP
1993205N15137,OFELIA,WP
1993207N19130,PERCY,WP
1993211N07161,ROBYN,WP
1993215N08154,STEVE,WP
1993217N10320,BRET,
1993221N12216,KEONI,EP
1993221N13256,FERNANDA,EP
1993223N07185,UNNAMED,EP
1993224N07153,TASHA,WP
1993227N14301,CINDY,
1993227N15258,GREG,EP
1993229N10159,VERNON,WP
1993229N13265,HILARY,EP
1993231N09134,WINONA,WP
1993233N13260,IRWIN,EP
1993235N20307,EMILY,
1993236N14329,DENNIS,
1993240N17142,YANCY,WP
1993241N14264,JOVA,EP
1993246N16129,ZOLA,WP
1993249N12253,KENNETH,EP
1993250N17119,ABE,WP
1993251N25293,FLOYD,
1993252N11265,LIDIA,EP
1993253N06150,BECKY,WP
1993258N11279,GERT,
1993261N11131,DOT,WP
1993262N27298,HARVEY,
1993263N11168,CECIL,WP
1993270N07153,ED,WP
1993271N14134,FLO,WP
1993273N11245,MAX,EP
1993273N30297,UNNAMED,
1993275N04159,GENE,WP
1993276N13249,NORMA,EP
1993279N12114,UNNAMED,WP
1993285N12192,HATTIE,EP
1993285N16239,UNNAMED,EP
1993298N11154,IRA,WP
1993306N10168,JEANA,WP
1993309N06072,UNNAMED,NI
1993312N06079,UNNAMED,NI
1993312S06080,ALEXINA,SI
1993316N09177,UNNAMED,WP
1993316N11070,UNNAMED,NI
1993317N08149,UNNAMED,WP
1993322N09137,KYLE,WP
1993327S07093,BETTINA,SI
1993331N05172,LOLA,WP
1993331N07108,UNNAMED,WP
1993336N05164,MANNY,WP
1993345S08083,CECILIA,SI
1993348S13120,NAOMI,SI
1993353N05159,NELL,WP
1993353N09084,UNNAMED,NI
1993360S04171,REWA,SP
1993362S12130,OSCAR,SI
1994001N05156,UNNAMED,WP
1994006S18182,UNNAMED,SP
1994007S16056,DAISY,SI
1994010S17124,FARAH:PEARL,SI
1994012S09075,EDMEA,SI
1994019S17174,SARAH,SP
1994022S12113,QUENTON,SI
1994026S11078,GERALDA,SI
1994028S11136,SADIE,SP
1994036S09075,HOLLANDA,SI
1994037S12095,IVY,SI
1994047S16124,UNNAMED,SI
1994047S17041,JULITA,SI
1994053S08155,THEODORE,SP
1994064S13099,LITANNE,SI
1994064S15052,KELVINA,SI
1994067S14109,MARIOLA,SI
1994071S10119,SHARON,SI
1994076S14078,NADIA,SI
1994078N06096,UNNAMED,NI
1994078S06184,THOMAS:TOMAS,SP
1994081S11154,USHA,SP
1994086S08092,ODILLE,SI
1994087S10115,TIM,SI
1994088N09148,OWEN,WP
1994095S08129,VIVIENNE,SI
1994110S08160,UNNAMED,SP
1994116S05095,WILLY,SI
1994117N07096,UNNAMED,NI
1994128N04155,PAGE,WP
1994134N05161,UNNAMED,WP
1994153N19113,RUSS,WP
1994157N17074,UNNAMED,NI
1994169N06152,SHARON,WP
1994169N13240,ALETTA,EP
1994178N16248,BUD,EP
1994180N12255,CARLOTTA,EP
1994181N17137,UNNAMED,WP
1994181N22276,ALBERTO,
1994186N09139,TIM,WP
1994189N16117,VANESSA,WP
1994190N13239,DANIEL,EP
1994191N08141,ZEKE,WP
1994192N05139,WALT,WP
1994197N09229,EMILIA,EP
1994197N14115,YUNYA,WP
1994199N20106,UNNAMED,WP
1994200N13235,FABIO,EP
1994201N32281,UNNAMED,
1994202N11238,GILMA,EP
1994205N13148,UNNAMED,WP
1994206N14131,BRENDAN,WP
1994206N22107,AMY,WP
1994210N16144,CAITLIN,WP
1994211N12152,DOUG,WP
1994212N11240,LI,EP
1994215N30149,ELLIE,WP
1994219N19252,HECTOR,EP
1994221N15215,UNNAMED,EP
1994222N11267,JOHN,EP
1994223N15253,ILEANA,EP
1994224N16240,UNNAMED,EP
1994224N20152,FRED,WP
1994227N29273,BERYL,
1994229N11321,CHRIS,
1994231N12157,GLADYS,WP
1994232N10144,HARRY,WP
1994237N24167,IVY,WP
1994241N14236,KRISTY,EP
1994242N12112,JOEL,WP
1994242N20267,UNNAMED,
1994244N07151,KINNA,WP
1994247N18251,LANE,EP
1994249N11200,MELE,EP
1994249N12136,UNNAMED,WP
1994249N21220,LANE,EP
1994250N14133,LUKE,WP
1994251N10180,MELISSA,WP
1994253N13303,DEBBY,
1994257N13139,NAT,WP
1994259N12128,ORCHID,WP
1994259N13244,MIRIAM,EP
1994262N16249,NORMAN,EP
1994263N17170,PAT,WP
1994265N10330,ERNESTO,
1994265N13251,OLIVIA,EP
1994265N16149,PAT:RUTH,WP
1994268N15232,PAUL,EP
1994268N16276,UNNAMED,
1994271N14339,UNNAMED,
1994271N25169,UNNAMED,WP
1994272N20274,UNNAMED,
1994272N40159,PAT,WP
1994273N08176,SETH,WP
1994275S05062,UNNAMED,SI
1994282N17247,ROSA,EP
1994287N08176,VERNE,WP
1994287N14156,TERESA,WP
1994291N12170,WILDA,WP
1994294N13203,NONA,EP
1994295N25188,YURI,EP
1994298N25161,ZELDA,WP
1994302N11086,UNNAMED,NI
1994306N23313,FLORENCE,
1994313N12278,GORDON,
1994315S07168,VANIA,SP
1994317N07070,UNNAMED,NI
1994325S06076,ALBERTINE,SI
1994344S09112,ANNETTE,SI
1994345N06165,AXEL,WP
1994347S09167,UNNAMED,SP
1994348N04175,BOBBIE,WP
1994362S11054,CHRISTELLE,SI
1994364S11195,WILLIAM,SP
1994365S06063,BENTHA,SI
1995005N04189,UNNAMED,EP
1995017S10078,DORINA,SI
1995020S20038,FODAH,SI
1995032S10074,GAIL,SI
1995032S10095,HEIDA,SI
1995049S11133,BOBBY,SI
1995053S14065,INGRID,SI
1995059S11155,VIOLET,SP
1995063S13141,WARREN,SP
1995064S13042,JOSTA,SI
1995064S13055,KYLIE,SI
1995074S16068,LIDY,SI
1995074S17175,UNNAMED,SP
1995088S10078,MARLENE,SI
1995089S09131,CHLOE,SI
1995091S11145,UNNAMED,SP
1995106S09144,AGNES,SP
1995113N06169,CHUCK,WP
1995126N11081,UNNAMED,NI
1995128N15082,UNNAMED,NI
1995135N20087,UNNAMED,NI
1995141N13256,UNNAMED,EP
1995148N07150,DEANNA,WP
1995150N05156,ELI,WP
1995154N17276,ALLISON,
1995167N11254,ADOLPH,EP
1995186N32288,BARRY,
1995189N11257,BARBARA,EP
1995193N06156,FAYE,WP
1995193N17305,CHANTAL,
1995198N17252,COSME,EP
1995206N13252,DALILA,EP
1995206N15133,GARY,WP
1995209N17122,UNNAMED,WP
1995210N26273,DEAN,
1995212N22287,ERIN,
1995214N15249,ERICK,EP
1995215N12145,HELEN,WP
1995218N20265,UNNAMED,
1995220N14329,FELIX,
1995220N15256,FLOSSIE,EP
1995222N24265,GABRIELLE,
1995225N12124,IRVING,WP
1995229N12144,JANIS,WP
1995233N15261,GIL,EP
1995233N16115,LOIS,WP
1995233N23130,UNNAMED,WP
1995234N13327,HUMBERTO,
1995235N13311,IRIS,
1995235N24281,JERRY,
1995236N10134,KENT,WP
1995239N15327,KAREN,
1995240N24151,MARK,WP
1995241N11333,LUIS,
1995244N08139,NINA,WP
1995244N16256,HENRIETTE,EP
1995247N05144,UNNAMED,WP
1995250N09161,OSCAR,WP
1995252N08142,POLLY,WP
1995253N18318,UNNAMED,
1995255N14104,UNNAMED,WP
1995256N12309,MARILYN,
1995256N15253,ISMAEL,EP
1995258N14115,RYAN,WP
1995260N15255,JULIETTE,EP
1995262N04161,UNNAMED,WP
1995264N06174,SIBYL,WP
1995269N21088,UNNAMED,NI
1995270N10322,NOEL,
1995271N19273,OPAL,
1995271N30178,UNNAMED,WP
1995276N13124,UNNAMED,WP
1995277N07141,TED,WP
1995278N08329,PABLO,
1995279N15153,VAL,WP
1995281N14278,ROXANNE,
1995284N17074,UNNAMED,NI
1995287N08163,WARD,WP
1995292N08150,YVETTE,WP
1995293N05177,ANGELA,WP
1995294N05163,ZACK,WP
1995294N14306,SEBASTIEN,
1995300N25301,TANYA,
