SID,NAME,BASIN
2004052S15172,IVY,SP
2004056S18125,MONTY,SI
2004058S13142,EVAN,SP
2004061S12072,GAFILO,SI
2004068S13089,HELMA:NICKY,SI
2004072S11146,FAY,SP
2004074N03143,UNNAMED,WP
2004081S12103,ITSANG:ITSENG:OSCAR,SI
2004081S15148,GRACE,SP
2004083S08056,UNNAMED,SI
2004086S29318,UNNAMED,SA
2004093N07154,SUDAL,WP
2004098S15173,UNNAMED,SP
2004125N11074,UNNAMED,NI
2004125S08084,JUBA,SI
2004134N07132,NIDA,WP
2004135N09114,UNNAMED,WP
2004136N05148,OMAIS,WP
2004136N15090,UNNAMED,NI
2004143N15252,AGATHA,EP
2004156N16117,CONSON,WP
2004158N07142,CHANTHU,WP
2004162N18068,UNNAMED,NI
2004163N15090,UNNAMED,NI
2004164N06139,DIANMU,WP
2004174N14146,MINDULLE,WP
2004177N12154,TINGTING,WP
2004185N16241,UNNAMED,EP
2004186N06203,UNNAMED,EP
2004193N19136,KOMPASU,WP
2004195N15255,BLAS,EP
2004201N14247,CELIA,EP
2004206N20151,NAMTHEUN,WP
2004208N19118,UNNAMED,WP
2004209N12247,DARBY,EP
2004214N12234,UNNAMED,EP
2004214N30282,ALEX,
2004215N22148,MALOU,WP
2004216N16166,MERANTI,WP
2004217N13306,BONNIE,
2004219N15137,RANANIM,WP
2004222N24150,MALAKAS,WP
2004223N11301,CHARLEY,
2004227N09314,EARL,
2004227N12338,DANIELLE,
2004227N15144,MEGI,WP
2004230N09172,CHABA,WP
2004231N09147,AERE,WP
2004232N12228,ESTELLE,EP
2004236N17250,FRANK,EP
2004237N17236,UNNAMED,EP
2004238N11325,FRANCES,
2004238N13154,UNNAMED,WP
2004239N11171,SONGDA,WP
2004240N15254,GEORGETTE,EP
2004241N29295,HERMINE,
2004241N32282,GASTON,
2004243S03088,PHOEBE,SI
2004244N12257,HOWARD,EP
2004247N10332,IVAN,
2004248N14156,SARIKA,WP
2004252N15250,ISIS,EP
2004252N32320,UNNAMED,
2004255N11267,JAVIER,EP
2004255N23120,HAIMA,WP
2004256N23089,UNNAMED,NI
2004258N16300,JEANNE,
2004260N11331,KARL,
2004263N13153,MEARI,WP
2004264N13328,LISA,
2004274N16069,UNNAMED,NI
2004275N14139,MA-ON,WP
2004276N12087,UNNAMED,NI
2004279N14249,KAY,EP
2004281N23087,UNNAMED,NI
2004283N24265,MATTHEW,
2004284N07157,TOKAGE,WP
2004284N30295,NICOLE,
2004286N14263,LESTER,EP
2004288N09164,NOCK-TEN,WP
2004299N18251,UNNAMED,EP
2004299S09063,UNNAMED,SI
2004307N09068,UNNAMED,NI
2004312S05085,AROLA,SI
2004319N10134,MUIFA,WP
2004325S06078,BENTOJANA,SI
2004327N16125,MERBOK,WP
2004331N28320,OTTO,
2004332N02072,UNNAMED,NI
2004333N06154,NANMADOL,WP
2004338S09113,UNNAMED,SI
2004344N06178,TALAS,WP
2004348S15173,UNNAMED,SP
2004352N10154,NORU,WP
2004357S06095,CHAMBO,SI
2004357S16216,JUDY,SP
2004365S13120,RAYMOND,SI
2005003S09177,KERRY,SP
2005006S09099,SALLY,SI
2005007N04085,UNNAMED,NI
2005012N04090,UNNAMED,NI
2005013N05153,KULAP,WP
2005013S14124,UNNAMED,SI
2005015S06089,DAREN,SI
2005017S09061,ERNEST,SI
2005022S14112,TIM,SI
2005026S20040,FELAPI,SI
2005027S18168,LOLA,SP
2005029S11072,GERARD,SI
2005032S14195,MEENA,SP
2005035S14136,HARVEY,SP
2005035S15118,VIVIENNE,SI
2005041S13181,OLAF,SP
2005042S12190,NANCY,SP
2005054S09173,PERCY,SP
2005060S12179,RAE,SP
2005063S12141,INGRID,SP
2005067S12120,WILLY,SI
2005071N06152,ROKE,WP
2005079S10067,HENNIE,SI
2005089S10085,ISANG,SI
2005092S11102,ADELINE:JULIET,SI
2005103S08138,UNNAMED,SP
2005107N07151,SONCA,WP
2005110S17180,SHEILA,SP
2005138N10265,ADRIAN,EP
2005148N06156,NESAT,WP
2005160N17276,ARLENE,
2005172N22069,UNNAMED,NI
2005173N14258,BEATRIZ,EP
2005177N13263,CALVIN,EP
2005179N22088,UNNAMED,NI
2005180N20265,BRET,
2005185N15261,DORA,EP
2005185N18273,CINDY,
2005186N12299,DENNIS,
2005192N11318,EMILY,
2005192N22155,HAITANG,WP
2005199N15256,EUGENE,EP
2005199N21168,NALGAE,WP
2005202N13138,BANYAN,WP
2005203N25285,FRANKLIN,
2005205N19267,GERT,
2005210N19115,WASHI,WP
2005210N21088,UNNAMED,NI
2005211N09141,MATSA,WP
2005215N14224,UNNAMED,EP
2005215N28291,HARVEY,
2005217N13327,IRENE,
2005222N14131,SANVU,WP
2005222N14246,FERNANDA,EP
2005223N13251,GREG,EP
2005226N13316,UNNAMED,
2005229N21156,GUCHOL,WP
2005230N20144,MAWAR,WP
2005232N13263,HILARY,EP
2005235N19266,JOSE,
2005236N23285,KATRINA,
2005237N14148,TALIM,WP
2005238N17255,IRWIN,EP
2005241N14315,LEE,
2005241N15155,NABI,WP
2005245N19315,MARIA,
2005248N08142,KHANUN,WP
2005249N26281,OPHELIA,
2005249N28293,NATE,
2005255N14113,UNNAMED,WP
2005255N15246,JOVA,EP
2005255N20088,UNNAMED,NI
2005257N15120,VICENTE,WP
2005257N20069,UNNAMED,NI
2005258N12242,KENNETH,EP
2005260N20091,UNNAMED,NI
2005261N13245,LIDIA,EP
2005261N13306,PHILIPPE,
2005261N14252,MAX,EP
2005261N21290,RITA,
2005262N13127,DAMREY,WP
2005262N20155,SAOLA,WP
2005266N15252,NORMA,EP
2005268N19146,LONGWANG,WP
2005271N17255,OTIS,EP
2005274N12327,UNNAMED,
2005274N17086,UNNAMED,NI
2005275N19274,STAN,
2005277N34328,UNNAMED,
2005278N27280,TAMMY,
2005279N17111,UNNAMED,WP
2005281N26303,UNNAMED,
2005281N33339,VINCE,
2005282N22138,KIROGI,WP
2005287S09084,UNNAMED,SI
2005288N11259,UNNAMED,EP
2005289N18282,WILMA,
2005296N16293,ALPHA,
2005298N12088,UNNAMED,NI
2005300N10279,BETA,
2005301N13117,KAI-TAK,WP
2005308S07098,UNNAMED,SI
2005311N08140,TEMBIN,WP
2005316N05134,BOLAVEN,WP
2005318N13298,GAMMA,
2005322S04095,ALVIN:BERTIE,SI
2005324N08085,UNNAMED,NI
2005324N27312,DELTA,
2005330N09096,BAAZ,NI
2005333N32311,EPSILON,
2005338N09093,FANOOS,NI
2005349N06090,UNNAMED,NI
2005350N08127,UNNAMED,WP
2005351S09084,UNNAMED,SI
2005364N24324,ZETA,
2006006S11129,CLARE,SI
2006007S15182,TAM,SP
2006012N03081,UNNAMED,NI
2006013S13184,URMIL,SP
2006017S15126,DARYL,SI
2006021S11053,BOLOETSE,SI
2006025S18147,JIM,SP
2006040S15181,VAIANU,SP
2006049S16051,UNNAMED,SI
2006053S11144,KATE,SP
2006054S09082,CARINA,SI
2006055S10138,UNNAMED,SP
2006057S12114,EMMA,SI
2006060N04141,UNNAMED,WP
2006060S13058,DIWA,SI
2006074S13158,LARRY,SP
2006075S14185,WATI,SP
2006078S12119,FLOYD,SI
2006081S14129,GLENDA,SI
2006093S15115,HUBERT,SI
2006094S08087,ELIA,SI
2006106S10153,MONICA,SP
2006114N08090,MALA,NI
2006128N09138,CHANCHU,WP
2006147N15259,ALETTA,EP
2006155N16257,UNNAMED,EP
2006161N20275,ALBERTO,
2006174N08135,JELAWAT,WP
2006180N06140,EWINIAR,WP
2006182N20088,UNNAMED,NI
2006184N16110,UNNAMED,WP
2006188N10143,BILIS,WP
2006192N13250,BUD,EP
2006193N13258,CARLOTTA,EP
2006198N08152,KAEMI,WP
2006198N12252,DANIEL,EP
2006198N37291,UNNAMED,
2006200N32287,BERYL,
2006203N12257,EMILIA,EP
2006209N13130,PRAPIROON,WP
2006213N13256,GILMA,EP
2006213N14239,FABIO,EP
2006213N16302,CHRIS,
2006214N20088,UNNAMED,NI
2006216N07151,SAOMAI,WP
2006216N21152,MARIA,WP
2006217N20134,BOPHA,WP
2006224N21088,UNNAMED,NI
2006224N21141,WUKONG,WP
2006225N17126,SONAMU,WP
2006228N10218,IOKE,EP
2006228N13247,HECTOR,EP
2006228N21088,UNNAMED,NI
2006234N12258,ILEANA,EP
2006234N12338,DEBBY,
2006234N18109,UNNAMED,WP
2006237N13298,ERNESTO,
2006240N12265,JOHN,EP
2006241N20088,UNNAMED,NI
2006242N16246,KRISTY,EP
2006247N14321,FLORENCE,
2006247N21089,UNNAMED,NI
2006252N13139,SHANSHAN,WP
2006253N20120,UNNAMED,WP
2006254N20306,GORDON,
2006256N12338,HELENE,
2006257N16259,LANE,EP
2006258N11215,UNNAMED,EP
2006259N17245,MIRIAM,EP
2006259N19155,YAGI,WP
2006262N19069,MUKDA,NI
2006264N13115,UNNAMED,WP
2006264N23087,UNNAMED,NI
2006268N10187,UNNAMED,EP
2006268N12129,XANGSANE,WP
2006271N18089,UNNAMED,NI
2006271N26307,ISAAC,
2006272N13144,BEBINCA,WP
2006276N18151,RUMBIA,WP
2006281N11201,UNNAMED,EP
2006282N13160,SOULIK,WP
2006282N14243,NORMAN,EP
2006283N13232,OLIVIA,EP
2006294N16254,PAUL,EP
2006294S10168,XAVIER,SP
2006298N12143,CIMARON,WP
2006300N07078,UNNAMED,NI
2006300N17256,UNNAMED,EP
2006311N16143,CHEBI,WP
2006312N13256,ROSA,EP
2006315N13248,UNNAMED,EP
2006318N12256,SERGIO,EP
2006322S09172,YANI,SP
2006329N06150,DURIAN,WP
2006330S06049,ANITA,SI
2006335S10164,UNNAMED,SP
2006340N08142,UTOR,WP
2006349N08157,TRAMI,WP
2006350S07071,BONDO,SI
2006364S12058,CLOVIS,SI
2006365S12114,ISOBEL,SI
2007021S12183,ARTHUR,SP
2007021S12195,ZITA,SP
2007027S07069,DORA,SI
2007032S11137,NELSON,SP
2007033S12177,UNNAMED,SP
2007037S19050,ENOK,SI
2007043S11071,FAVIO,SI
2007050S16079,GAMEDE,SI
2007052S10093,HUMBA,SI
2007058S12135,GEORGE,SP
2007062S14119,JACOB,SI
2007066S12066,INDLALA,SI
2007082S16125,KARA,SI
2007084S12157,BECKY,SP
2007085S11085,JAYA,SI
2007090N06158,KONG-REY,WP
2007091S14175,CLIFF,SP
2007100S22037,UNNAMED,SI
2007127N36286,ANDREA,
2007133N15091,AKASH,NI
2007135N08147,YUTU,WP
2007136S10158,PIERRE,SP
2007147N13249,ALVIN,EP
2007150N14263,BARBARA,EP
2007151N14072,GONU,NI
2007151N18273,BARRY,
2007163N15250,UNNAMED,EP
2007172N15088,UNNAMED,NI
2007178N18089,UNNAMED,NI
2007184N16112,TORAJI,WP
2007188N04148,MAN-YI,WP
2007191N17241,UNNAMED,EP
2007196N11234,COSME,EP
2007196N15246,UNNAMED,EP
2007203N13255,DALILA,EP
2007208N20155,USAGI,WP
2007208S03086,UNNAMED,SI
2007212N36294,CHANTAL,
2007213N12115,UNNAMED,WP
2007213N13238,ERICK,EP
2007216N18138,PABUK,WP
2007219N15130,WUTIP,WP
2007221N13234,FLOSSIE,EP
2007223N19136,SEPAT,WP
2007225N12331,DEAN,
2007227N24269,ERIN,
2007240N17153,FITOW,WP
2007242N13264,HENRIETTE,EP
2007242N19251,GIL,EP
2007244N12303,FELIX,
2007249N24161,DANAS,WP
2007251N30288,GABRIELLE,
2007254N18140,NARI,WP
2007255N13316,INGRID,
2007255N27265,HUMBERTO,
2007257N16134,WIPHA,WP
2007261N13254,IVO,EP
2007262N09138,UNNAMED,WP
2007262N16233,UNNAMED,EP
2007265N20122,FRANCISCO,WP
2007265N29275,UNNAMED,
2007266N36314,JERRY,
2007268N10324,KAREN,
2007269N22265,LORENZO,
2007271N14334,MELISSA,
2007272N15251,JULIETTE,EP
2007272N17125,LEKIMA,WP
2007274N18131,KROSA,WP
2007274N28173,HAIYAN,WP
2007276N20147,PODUL,WP
2007282N19181,LINGLING,EP
2007285N30307,UNNAMED,
2007288N15251,KIKO,EP
2007291N19148,KAJIKI,WP
2007297N18300,NOEL,
2007298N18136,FAXAI,WP
2007300N11068,UNNAMED,NI
2007306N18133,PEIPAH,WP
2007313N16148,TAPAH,WP
2007314N10093,SIDR,NI
2007315S05095,ARIEL:LEE,SI
2007317S10150,GUBA,SP
2007322S06075,BONGWE,SI
2007323N09128,HAGIBIS,WP
2007324N10140,MITAG,WP
2007327N09152,UNNAMED,WP
2007330N10141,UNNAMED,WP
2007337S12186,DAMAN,SP
2007345N18298,OLGA,
2007346S12073,CELINA,SI
2007352S12088,DAMA,SI
2007360S10116,MELANIE,SI
2007363S20043,ELNUS,SI
2007365S15134,HELEN,SI
2008008S18184,ELISA,SP
2008012N12123,UNNAMED,WP
2008015S16162,FUNA,SP
2008023S10050,FAME,SI
2008026S11064,GULA,SI
2008026S12179,GENE,SP
2008033S11083,HONDO,SI
2008034S12103,UNNAMED,SI
2008037S10055,IVAN,SI
2008042S16122,NICHOLAS,SI
2008058S15131,OPHELIA,SI
2008060S19151,UNNAMED,SP
2008062S10064,JOKWE,SI
2008065S12096,KAMBA,SI
2008079S12069,LOLA,SI
2008080S17163,UNNAMED,SP
2008083S12102,PANCHO,SI
2008104N08128,NEOGURI,WP
2008108S13158,UNNAMED,SP
2008111S06082,DURGA,SI
2008111S08096,ROSIE,SI
2008117N11090,NARGIS,NI
2008128N07134,RAMMASUN,WP
2008135N12116,HALONG,WP
2008135N16125,MATMO,WP
2008147N10141,NAKRI,WP
2008150N10274,ALMA,EP
2008152N18273,ARTHUR,
2008157N16066,UNNAMED,NI
2008168N22090,UNNAMED,NI
2008169N08135,FENGSHEN,WP
2008179N12252,BORIS,EP
2008180N14238,CRISTINA,EP
2008184N15254,DOUGLAS,EP
2008185N13337,BERTHA,
2008188N14260,UNNAMED,EP
2008193N20126,KALMAEGI,WP
2008194N11266,ELIDA,EP
2008198N10265,FAUSTO,EP
2008201N32280,CRISTOBAL,
2008203N18276,DOLLY,
2008204N13260,GENEVIEVE,EP
2008206N22133,FUNG-WONG,WP
2008217N19120,KAMMURI,WP
2008217N28273,EDOUARD,
2008218N10224,KIKA,EP
2008220N12250,HERNAN,EP
2008223N20086,UNNAMED,NI
2008223N27151,PHANFONE,WP
2008224N24122,UNNAMED,WP
2008226N22134,VONGFONG,WP
2008227N16255,ISELLE,EP
2008229N13147,NURI,WP
2008229N18293,FAY,
2008237N18253,JULIO,EP
2008238N13130,UNNAMED,WP
2008238N13293,GUSTAV,
2008241N19303,HANNA,
2008245N17323,IKE,
2008246N12338,JOSEPHINE,
2008246N19250,KARINA,EP
2008251N15256,LOWELL,EP
2008252N16128,SINLAKU,WP
2008253N29150,UNNAMED,WP
2008257N28148,UNNAMED,WP
2008259N20089,UNNAMED,NI
2008262N16142,HAGUPIT,WP
2008268N12140,JANGMI,WP
2008269N21290,KYLE,
2008270N39325,LAURA,
2008272N08139,HIGOS,WP
2008272N15113,MEKKHALA,WP
2008275N16245,MARIE,EP
2008278N13261,NORBERT,EP
2008280N18268,MARCO,
2008283N12271,ODILE,EP
2008286N16323,NANA,
2008286N17109,UNNAMED,WP
2008287N15291,OMAR,
2008289N15277,UNNAMED,
2008290S05071,ASMA,SI
2008292N20152,BAVI,WP
2008293N09060,UNNAMED,NI
2008297N12255,UNNAMED,EP
2008298N16085,RASHMI,NI
2008308N08252,POLO,EP
2008311N08128,MAYSAK,WP
2008311N14278,PALOMA,
2008317N11089,KHAI-MUK,NI
2008319S07086,BERNARD,SI
2008320N08122,NOUL,WP
2008320N23146,HAISHEN,WP
2008323S08089,ANIKA,SI
2008329N09082,NISHA,NI
2008338N06092,UNNAMED,NI
2008343N16168,DOLPHIN,WP
2008348S10077,CINDA,SI
2008351S11128,BILLY,SI
2008356S14138,UNNAMED,SP
2009008S13069,DONGO,SI
2009011S16139,CHARLOTTE,SP
2009017S15059,ERIC,SI
2009017S20043,FANELE,SI
2009024S17123,DOMINIC,SI
2009025S12177,HETTIE,SP
2009031S16147,ELLIE,SP
2009032S15071,GAEL,SI
2009034S16126,FREDDY,SI
2009045S18174,INNIS,SP
2009051S11075,HINA,SI
2009059S10101,GABRIELLE,SI
2009064S13148,HAMISH,SP
2009066S12081,UNNAMED,SI
2009069S19204,JONI,SP
2009074S10129,ILSA,SI
2009075S18197,KEN,SP
2009082S15154,JASPER,SP
2009082S16039,IZILDA,SI
2009092S15178,LIN,SP
2009093S12062,JADE,SI
2009104N13088,BIJLI,NI
2009107S07133,KIRRILY,SI
2009121N13124,KUJIRA,WP
2009123N10111,CHAN-HOM,WP
2009143N17089,AILA,NI
2009147N31285,UNNAMED,
2009164N10131,LINFA,WP
2009167N14257,UNNAMED,EP
2009171N15264,ANDRES,EP
2009173N10132,NANGKA,WP
2009174N18072,UNNAMED,NI
2009176N23069,UNNAMED,NI
2009185N13260,BLANCA,EP
2009189N17129,SOUDELOR,WP
2009190N09254,CARLOS,EP
2009192N16130,UNNAMED,WP
2009194N11257,DOLORES,EP
2009196N14129,MOLAVE,WP
2009201N21089,UNNAMED,NI
2009210N11231,LANA,EP
2009213N16130,GONI,WP
2009215N10242,FELICIA,EP
2009215N13252,ENRIQUE,EP
2009215N20133,MORAKOT,WP
2009219N19140,ETAU,WP
2009220N12246,UNNAMED,EP
2009221N10201,MAKA,EP
2009222N09262,GUILLERMO,EP
2009222N14336,ANA,
2009227N12328,BILL,
2009228N11163,VAMCO,WP
2009228N27277,CLAUDETTE,
2009233N13230,HILDA,EP
2009235N14252,IGNACIO,EP
2009238N12189,UNNAMED,EP
2009238N20151,KROVANH,WP
2009238N24290,DANNY,
2009239N10253,KEVIN,EP
2009239N12270,JIMENA,EP
2009245N17303,ERIKA,
2009246N12250,LINDA,EP
2009246N18130,DUJUAN,WP
2009247N19089,UNNAMED,NI
2009251N12336,FRED,
2009251N16118,MUJIGAE,WP
2009254N14130,KOPPU,WP
2009255N13155,CHOI-WAN,WP
2009257N14256,MARTY,EP
2009264N13252,NORA,EP
2009268N14128,KETSANA,WP
2009268N15331,UNNAMED,
2009269N10163,UNNAMED,WP
2009270N10148,PARMA,WP
2009271N15257,OLAF,EP
2009271N46317,GRACE,
2009272N07164,MELOR,WP
2009279N15311,HENRI,
2009281N15144,NEPARTAK,WP
2009282N16252,PATRICIA,EP
2009287N10154,LUPIT,WP
2009288N07267,RICK,EP
2009289N12230,NEKI,EP
2009291N16111,UNNAMED,WP
2009299N12153,MIRINAE,WP
2009305N14134,UNNAMED,WP
2009308N11279,IDA,
2009311N20157,UNNAMED,WP
2009313N11072,PHYAN,NI
2009317S10073,ANJA,SI
2009324N06129,UNNAMED,WP
2009325N06148,NIDA,WP
2009325S12066,BONGANI,SI
2009328N06108,UNNAMED,WP
2009337N14143,UNNAMED,WP
2009337S07096,CLEO,SI
2009342S09140,LAURENCE,SP
2009344N06085,WARD,NI
2009346S07086,DAVID,SI
2009346S10172,MICK,SP
2010002S09096,EDZANI,SI
2010018N07113,UNNAMED,WP
2010019S11123,MAGDA,SI
2010020S08163,OLGA,SP
2010020S14147,NEVILLE,SP
2010027S14184,NISHA,SP
2010027S17058,UNNAMED,SI
2010029S12177,OLI,SP
2010032S20042,FAMI,SI
2010038S08194,PAT,SP
2010040S11185,RENE,SP
2010046S10058,GELANE,SI
2010051S06195,SARAH,SP
2010066S19050,HUBERT,SI
2010067S25317,UNNAMED,SA
2010069S12188,TOMAS,SP
2010070S15168,ULUI,SP
2010078N03153,OMAIS,WP
2010080S06089,IMANI,SI
2010084S09138,PAUL,SP
2010091S09093,ROBYN,SI
2010110S10118,SEAN,SI
2010136N09057,BANDU,NI
2010137N10090,LAILA,NI
2010143S20035,JOEL,SI
2010149N13266,AGATHA,EP
2010151N14065,PHET,NI
2010166N15255,BLAS,EP
2010167N15265,UNNAMED,EP
2010169N13266,CELIA,EP
2010172N08272,DARBY,EP
2010176N16278,ALEX,
2010188N21269,UNNAMED,
2010191N12138,CONSON,WP
2010195N14257,UNNAMED,EP
2010198N15123,CHANTHU,WP
2010200N26127,UNNAMED,WP
2010203N22286,BONNIE,
2010215N13319,COLIN,
2010217N15265,ESTELLE,EP
2010218N20127,DIANMU,WP
2010222N26277,UNNAMED,
2010232N18253,UNNAMED,EP
2010233N17119,MINDULLE,WP
2010234N11329,DANIELLE,
2010234N14267,FRANK,EP
2010236N12341,EARL,
2010239N15118,LIONROCK,WP
2010240N15142,KOMPASU,WP
2010241N25125,NAMTHEUN,WP
2010242N14318,FIONA,
2010243N12146,MALOU,WP
2010244N12328,GASTON,
2010246N19251,UNNAMED,EP
2010247N15266,HERMINE,EP
2010249N24125,MERANTI,WP
2010251N14337,IGOR,
2010255N13340,JULIA,
2010256N17137,FANAPI,WP
2010257N16282,KARL,
2010263N15149,MALAKAS,WP
2010263N15328,LISA,
2010264N20252,GEORGETTE,EP
2010267N14285,MATTHEW,
2010271N19276,NICOLE,
2010278N18110,UNNAMED,WP
2010279N22293,OTTO,
2010280N17085,UNNAMED,NI
2010284N14278,PAULA,
2010285N13145,MEGI,WP
2010286N18090,UNNAMED,NI
2010293N13165,UNNAMED,WP
2010293N16147,CHABA,WP
2010293N17093,GIRI,NI
2010293N17277,RICHARD,
2010298S09087,UNNAMED,SI
2010302N09306,TOMAS,
2010302N26299,SHARY,
2010302S08098,ANGGREK,SI
2010305N06105,JAL,WP
2010315N14112,UNNAMED,WP
2010331S07089,ABELE,SI
2010341N14082,UNNAMED,NI
2010346N09115,UNNAMED,WP
2010349S18109,UNNAMED,SI
2010350N30175,OMEKA,WP
2010358S13152,TASHA,SP
2010363S15133,UNNAMED,SI
2011009S15113,VINCE,SI
2011010S17169,VANIA,SP
2011013S15151,ZELIA,SP
2011020S13182,WILMA,SP
2011021S16129,BIANCA,SI
2011022S16146,ANTHONY,SP
2011028S13180,YASI,SP
2011033N06083,UNNAMED,NI
2011034S19199,ZAKA,SP
2011038S11062,BINGIZA,SI
2011041S17113,UNNAMED,SI
2011045S14132,CARLOS,SI
2011045S17119,DIANNE,SI
2011048S14171,ATU,SP
2011069S20321,UNNAMED,SA
2011073S11089,CHERONO,SI
2011082S17184,BUNE,SP
2011088S10133,UNNAMED,SI
2011091N09112,UNNAMED,WP
2011093N10131,UNNAMED,WP
2011102S26048,UNNAMED,SI
2011103S12126,ERROL,SI
2011126N11129,AERE,WP
2011140N08142,SONGDA,WP
2011151N19116,UNNAMED,WP
2011158N11260,ADRIAN,EP
2011159N13122,SARIKA,WP
2011160N18070,UNNAMED,NI
2011167N08129,HAIMA,WP
2011167N22089,UNNAMED,NI
2011170N12263,BEATRIZ,EP
2011172N11133,MEARI,WP
2011179N20267,ARLENE,
2011188N14261,CALVIN,EP
2011192N18158,MA-ON,WP
2011195N15134,TOKAGE,WP
2011197N31280,BRET,
2011199N10271,DORA,EP
2011201N33301,CINDY,
2011203N24085,UNNAMED,NI
2011205N12130,NOCK-TEN,WP
2011208N09145,MUIFA,WP
2011208N22274,DON,
2011212N10264,EUGENE,EP
2011214N15299,EMILY,
2011215N24164,MERBOK,WP
2011221N17139,UNNAMED,WP
2011225N26302,GERT,
2011225N35294,FRANKLIN,
2011227N12234,FERNANDA,EP
2011229N14261,GREG,EP
2011231N15278,HARVEY,
2011233N12129,NANMADOL,WP
2011233N15301,IRENE,
2011236N15143,TALAS,WP
2011237N12331,UNNAMED,
2011239N27301,JOSE,
2011240N10341,KATIA,
2011243N17259,UNNAMED,EP
2011244N37296,UNNAMED,
2011245N21150,NORU,WP
2011245N27269,LEE,
2011249N18133,KULAP,WP
2011250N12324,MARIA,
2011250N20266,NATE,
2011253N20145,ROKE,WP
2011257N19154,SONCA,WP
2011263N12323,OPHELIA,
2011264N13264,HILARY,EP
2011265N21088,UNNAMED,NI
2011266N08343,PHILIPPE,
2011266N13139,NESAT,WP
2011267N16111,HAITANG,WP
2011270N18139,NALGAE,WP
2011278N12248,IRWIN,EP
2011279N10257,JOVA,EP
2011280N10268,UNNAMED,EP
2011282N08136,BANYAN,WP
2011290N15090,UNNAMED,NI
2011295N13279,RINA,
2011302N13062,KEILA,NI
2011310N11066,UNNAMED,NI
2011310N29290,SEAN,
2011311N13111,UNNAMED,WP
2011323N09264,KENNETH,EP
2011330N06078,UNNAMED,NI
2011336S06098,ALENGA,SI
2011337S13069,UNNAMED,SI
2011338N06114,UNNAMED,WP
2011344N12117,UNNAMED,WP
2011346N03156,WASHI,WP
2011354S14155,UNNAMED,SP
2011358S11132,GRANT,SI
2011360N09088,THANE,NI
2011361S09095,BENILDE,SI
2012006S15043,CHANDA,SI
2012009S12118,HEIDI,SI
2012010S24049,DANDO,SI
2012017S10074,ETHEL,SI
2012018S16041,FUNSO,SI
2012024S15116,IGGY,SI
2012032S15141,JASMINE,SP
2012037S17176,CYRIL,SP
2012039S14075,GIOVANNA,SI
2012042S12110,HILWA,SI
2012046N08130,UNNAMED,WP
2012056S13057,IRINA,SI
2012060S12069,UNNAMED,SI
2012066S10101,JONI:KOJI,SI
2012070S17112,LUA,SI
2012071S10132,UNNAMED,SI
2012086N10116,PAKHAR,WP
2012092S16166,DAPHNE,SP
2012127S05127,UNNAMED,SI
2012135N10255,ALETTA,EP
2012140N33283,ALBERTO,
2012141N11148,SANVU,WP
2012142N09262,BUD,EP
2012147N30284,BERYL,
2012152N12130,MAWAR,WP
2012156S07066,KUENA,SI
2012162N06150,GUCHOL,WP
2012166N09269,CARLOTTA,EP
2012168N19112,TALIM,WP
2012169N29291,CHRIS,
2012176N26272,DEBBY,
2012177N11135,DOKSURI,WP
2012179S09153,UNNAMED,SP
2012186N12255,DANIEL,EP
2012189N10262,EMILIA,EP
2012193N12259,FABIO,EP
2012196N19144,KHANUN,WP
2012201N15129,VICENTE,WP
2012209N11131,SAOLA,WP
2012209N25149,DAMREY,WP
2012215N12313,ERNESTO,
2012215N23146,HAIKUI,WP
2012216N12337,FLORENCE,
2012216N24162,KIROGI,WP
2012219N12254,GILMA,EP
2012223N14317,HELENE,
2012225N16133,KAI-TAK,WP
2012225N18255,HECTOR,EP
2012229N28305,GORDON,
2012230N21126,TEMBIN,WP
2012232N13141,BOLAVEN,WP
2012234N16315,ISAAC,
2012235N11328,JOYCE,
2012239N11261,ILEANA,EP
2012242N13333,LESLIE,
2012242N24317,KIRK,
2012246N29323,MICHAEL,
2012247N18252,JOHN,EP
2012254N09135,SANBA,WP
2012255N16322,NADINE,
2012256N15257,KRISTY,EP
2012260N13237,LANE,EP
2012263N15141,JELAWAT,WP
2012266N14254,MIRIAM,EP
2012267N16141,EWINIAR,WP
2012272N22251,NORMAN,EP
2012273N13112,GAEMI,WP
2012274N13151,MALIKSI,WP
2012277N12322,OSCAR,
2012279N15145,PRAPIROON,WP
2012281N14242,OLIVIA,EP
2012285N21091,UNNAMED,NI
2012285N26288,PATTY,
2012285S04077,ANAIS,SI
2012287N15297,RAFAEL,
2012287N16147,MARIA,WP
2012288N14248,PAUL,EP
2012296N06135,SON-TINH,WP
2012296N14283,SANDY,
2012296N20309,TONY,
2012297N11067,MURJAN,NI
2012301N11087,NILAM,NI
2012304N14246,ROSA,EP
2012317N07118,UNNAMED,WP
2012321N14090,UNNAMED,NI
2012325S09084,BOLDWIN,SI
2012331N03157,BOPHA,WP
2012337S06089,CLAUDIA,SI
2012346S14180,EVAN,SP
2012357N09064,UNNAMED,NI
2012359N08134,WUKONG,WP
2012362S08071,DUMILE,SI
2012362S08165,FREDA,SP
2012362S13116,MITCHELL,SI
2013001N04141,SONAMU,WP
2013005S10126,NARELLE,SI
2013009S11084,EMANG,SI
2013019S12174,GARRY,SP
2013020S16137,OSWALD,SP
2013020S17124,PETA,SI
2013026S13067,FELLENG,SI
2013040S16199,HALEY,SP
2013041S10087,GINO,SI
